p_val	avg_log2FC	pct.1	pct.2	p_val_adj	cluster	gene	cellline
MYO5C	5.70055852248246e-202	0.605556148392351	0.636	0.501	1.42559567530241e-197	A	MYO5C	h1806
OLR1	1.67068917233943e-201	0.497903666744876	0.736	0.615	4.17805948218644e-197	A	OLR1	h1806
AGO2	7.01735053223341e-201	0.272778742265449	0.974	0.963	1.75489902110093e-196	A	AGO2	h1806
CYTH3	7.2749352229804e-200	0.375357377578918	0.92	0.875	1.81931580056294e-195	A	CYTH3	h1806
BRD4	7.57118337162176e-200	0.339071379468844	0.929	0.892	1.89340153757517e-195	A	BRD4	h1806
CHRM3	1.63367781465421e-198	0.732504996039961	0.81	0.781	4.08550147888725e-194	A	CHRM3	h1806
DLEU2	4.75910704911389e-197	0.463570546442111	0.824	0.755	1.1901574908424e-192	A	DLEU2	h1806
HERC4	2.00562715549104e-194	0.339164220290535	0.941	0.921	5.015672390452e-190	A	HERC4	h1806
PRKCSH	1.27594582214142e-193	0.455316482519947	0.799	0.724	3.19088531201126e-189	A	PRKCSH	h1806
NALCN	1.70568265191833e-190	0.529898362215706	0.705	0.582	4.26557117591735e-186	A	NALCN	h1806
ALMS1	2.07794657899082e-190	0.394845430465797	0.867	0.803	5.19652880474025e-186	A	ALMS1	h1806
PTPN14	5.34619737437298e-190	0.298796777001696	0.977	0.971	1.3369770393832e-185	A	PTPN14	h1806
DEK	1.88788597300644e-189	0.231821435903557	0.991	0.987	4.7212252412945e-185	A	DEK	h1806
ADAMTS16	4.72337225927303e-189	0.584735115489349	0.654	0.532	1.181220934599e-184	A	ADAMTS16	h1806
ZNF675	2.01790032166679e-187	0.38700580897534	0.868	0.799	5.04636512442431e-183	A	ZNF675	h1806
GLCCI1	1.1734382568468e-186	0.55260002375863	0.67	0.55	2.93453439272248e-182	A	GLCCI1	h1806
KRT8	2.21967641294835e-185	0.338382390809682	0.934	0.899	5.55096677350123e-181	A	KRT8	h1806
RERE	1.50236102571081e-184	0.298509080437034	0.959	0.943	3.7571044530976e-180	A	RERE	h1806
ENSG00000284906	4.28136847837074e-181	0.409918613291772	0.892	0.825	1.07068462907096e-176	A	ENSG00000284906	h1806
TNPO2	1.98260824191885e-180	0.52689250048055	0.685	0.589	4.95810669139067e-176	A	TNPO2	h1806
SAMD4A	2.4392193352577e-179	0.512570857450584	0.84	0.785	6.09999971361246e-175	A	SAMD4A	h1806
PABPC1	2.13019885421989e-171	0.167514742340788	0.998	0.998	5.32720129463311e-167	A	PABPC1	h1806
HERC2	9.26414978557778e-171	0.244413855351556	0.976	0.969	2.31677857837729e-166	A	HERC2	h1806
TRIO	2.61470129025354e-169	0.225609828438659	0.995	0.996	6.53884498666604e-165	A	TRIO	h1806
E2F3	4.77812169286689e-167	0.313460345292776	0.933	0.902	1.19491267295215e-162	A	E2F3	h1806
USP8	1.89837783682894e-165	0.475463284214863	0.699	0.596	4.7474632943418e-161	A	USP8	h1806
TNIK	7.73918471889735e-162	0.396290577260201	0.873	0.821	1.93541531450185e-157	A	TNIK	h1806
TNS3	1.76660806893837e-161	0.331371016329572	0.911	0.862	4.41793345880107e-157	A	TNS3	h1806
LRCH1	3.30680093496482e-161	0.47749572324091	0.751	0.678	8.26964777816002e-157	A	LRCH1	h1806
CYRIB	9.74747658237478e-159	0.211880818873535	0.986	0.981	2.43764894372028e-154	A	CYRIB	h1806
ANTXR1	2.13271439120933e-158	0.537731343869417	0.62	0.508	5.33349214953629e-154	A	ANTXR1	h1806
CPA4	3.16260244097481e-158	0.496217149049757	0.832	0.785	7.9090361843898e-154	A	CPA4	h1806
ARHGAP11A	1.11891485638648e-156	0.458232365920469	0.763	0.687	2.79818227285131e-152	A	ARHGAP11A	h1806
APBA2	1.15183387625945e-156	0.527873061713954	0.672	0.572	2.88050615774964e-152	A	APBA2	h1806
NUSAP1	2.95642402992251e-155	0.391989253886671	0.84	0.775	7.39342521403022e-151	A	NUSAP1	h1806
NF2	1.71679691119209e-154	0.462577984971656	0.741	0.669	4.29336571550917e-150	A	NF2	h1806
CDC42EP3	1.84577288837862e-153	0.439202241370792	0.811	0.766	4.61590883925725e-149	A	CDC42EP3	h1806
IGFBP3	2.12082145848292e-153	0.545611938017058	0.709	0.611	5.30375030337407e-149	A	IGFBP3	h1806
ZC3H13	4.19379857080746e-152	0.369244319916977	0.84	0.796	1.04878514658753e-147	A	ZC3H13	h1806
ATXN10	4.49552711994472e-150	0.345725365100972	0.927	0.914	1.12424142215577e-145	A	ATXN10	h1806
RFX7	8.59661709411894e-150	0.404511624256005	0.789	0.708	2.14984200289727e-145	A	RFX7	h1806
PHLDB2	2.58348918532533e-149	0.329626764502212	0.929	0.881	6.4607897546616e-145	A	PHLDB2	h1806
CENPF	1.99482111091474e-148	0.346514055599348	0.931	0.881	4.98864863417558e-144	A	CENPF	h1806
CTNNB1	2.36686387122056e-148	0.308828713229938	0.897	0.866	5.91905316914837e-144	A	CTNNB1	h1806
RTKN2	2.66474044519375e-148	0.490426886144426	0.712	0.621	6.66398290534054e-144	A	RTKN2	h1806
SLC39A11	3.92551513288159e-148	0.455376994097552	0.714	0.629	9.81692824431028e-144	A	SLC39A11	h1806
GOLGB1	7.0377432866691e-148	0.291126535575594	0.919	0.876	1.75999884113021e-143	A	GOLGB1	h1806
NEK7	4.9734261486648e-147	0.317351964808167	0.973	0.968	1.24375441125809e-142	A	NEK7	h1806
ZFPM2-AS1	1.08803946189759e-146	0.205122095122634	0.989	0.982	2.72096908631349e-142	A	ZFPM2-AS1	h1806
AMOTL2	3.24674497538206e-145	0.43189669265746	0.75	0.674	8.11945983443545e-141	A	AMOTL2	h1806
MET	1.58552648419968e-144	0.343339847183776	0.906	0.87	3.96508463168656e-140	A	MET	h1806
CDYL	1.85964331855135e-144	0.27666681695486	0.934	0.912	4.65059601103321e-140	A	CDYL	h1806
FXR1	2.2481954701612e-143	0.28654309352599	0.93	0.903	5.62228723177913e-139	A	FXR1	h1806
PRPF4B	2.82152109654553e-141	0.24671535782427	0.966	0.954	7.05605995824105e-137	A	PRPF4B	h1806
INTS6	6.21757287644334e-141	0.5146400914168	0.694	0.614	1.55489062494095e-136	A	INTS6	h1806
TBCD	7.87895994119362e-140	0.425261241391217	0.773	0.705	1.9703703020937e-135	A	TBCD	h1806
CTDSPL2	2.63181634172333e-138	0.289974445370094	0.91	0.877	6.5816463073817e-134	A	CTDSPL2	h1806
RPL12	3.29563252442235e-138	0.424031273834325	0.786	0.723	8.24171781707542e-134	A	RPL12	h1806
BLCAP	1.30336654563663e-137	0.328124878974157	0.873	0.818	3.25945905732809e-133	A	BLCAP	h1806
TDRD3	1.36143059827916e-136	0.535878272536069	0.632	0.544	3.40466564017652e-132	A	TDRD3	h1806
CEP152	6.29110299670675e-136	0.489644143181194	0.649	0.552	1.57327903741642e-131	A	CEP152	h1806
KIF5B	1.46368583058129e-135	0.279797578712504	0.95	0.932	3.6603855251177e-131	A	KIF5B	h1806
SHTN1	5.25685205417439e-133	0.262001336667759	0.93	0.908	1.31463356170793e-128	A	SHTN1	h1806
PRKCA	1.38592363122125e-132	0.255964339362893	0.977	0.974	3.46591781695811e-128	A	PRKCA	h1806
ECT2	3.39208054261001e-131	0.332942620951162	0.844	0.783	8.48291502095912e-127	A	ECT2	h1806
SMARCA4	8.05505519706316e-128	0.316263924826173	0.859	0.821	2.01440820368155e-123	A	SMARCA4	h1806
PHTF2	9.01676023210012e-128	0.412010103849273	0.754	0.687	2.2549113988436e-123	A	PHTF2	h1806
ROR1	4.22473444337645e-127	0.464051437397331	0.715	0.627	1.05652158959958e-122	A	ROR1	h1806
NAA16	4.66929579408917e-127	0.496118198733115	0.664	0.586	1.16769749218582e-122	A	NAA16	h1806
PAK2	1.58228355845747e-125	0.304200325139949	0.869	0.836	3.95697472299045e-121	A	PAK2	h1806
RUNX1	2.41818162171773e-125	0.321854348443949	0.959	0.949	6.04738859959169e-121	A	RUNX1	h1806
WDPCP	4.30821958833424e-122	0.378013327075617	0.798	0.751	1.07739955465063e-117	A	WDPCP	h1806
CLDN1	1.63519877485504e-121	0.451789243444359	0.676	0.581	4.08930509615748e-117	A	CLDN1	h1806
PIK3C2A	3.7623688465273e-121	0.233140452994983	0.963	0.953	9.40893201139547e-117	A	PIK3C2A	h1806
IGF2BP3	7.16156433248407e-121	0.208195906451953	0.977	0.972	1.79096400826762e-116	A	IGF2BP3	h1806
ARHGAP12	1.70512594088023e-120	0.339003117205116	0.849	0.799	4.26417895295327e-116	A	ARHGAP12	h1806
NLGN1	1.68016753675386e-119	0.210808663338582	0.682	0.548	4.20176297591405e-115	A	NLGN1	h1806
GMPS	2.4344081857331e-117	0.304178695796573	0.861	0.804	6.08796799088134e-113	A	GMPS	h1806
FBXL13	3.23022026648989e-117	0.337836269884399	0.824	0.774	8.07813484243792e-113	A	FBXL13	h1806
ARHGEF18	1.33725039637179e-116	0.389500219848196	0.724	0.649	3.34419579124656e-112	A	ARHGEF18	h1806
CKAP2	1.52641941297764e-116	0.456726470022316	0.709	0.643	3.81726966797448e-112	A	CKAP2	h1806
TOPBP1	7.42560367096517e-116	0.367299371771316	0.775	0.708	1.85699496603497e-111	A	TOPBP1	h1806
KATNBL1	1.65830556237858e-115	0.332823032681308	0.778	0.723	4.14709055039636e-111	A	KATNBL1	h1806
KPNA3	3.79950244993179e-114	0.386221608181433	0.758	0.702	9.50179572678943e-110	A	KPNA3	h1806
U2SURP	6.60001775442037e-114	0.238218187053832	0.93	0.908	1.65053244002545e-109	A	U2SURP	h1806
CHCHD6	6.88708854128636e-114	0.398242320007734	0.723	0.653	1.72232310240489e-109	A	CHCHD6	h1806
CMSS1	1.44001851386146e-113	0.276245315901671	0.924	0.9	3.60119829946475e-109	A	CMSS1	h1806
EGFR	1.21786636305148e-112	0.214892793524795	0.991	0.993	3.04564020071914e-108	A	EGFR	h1806
PHLPP1	2.4828933163015e-111	0.442242171892772	0.7	0.618	6.20921960540678e-107	A	PHLPP1	h1806
EIF3J	3.81119852238857e-111	0.300168245427097	0.883	0.855	9.53104526478934e-107	A	EIF3J	h1806
PLCE1	5.55394193909014e-111	0.275939106488658	0.861	0.811	1.38892980012766e-106	A	PLCE1	h1806
AOPEP	7.08702312760262e-111	0.273078954175042	0.923	0.903	1.77232274375086e-106	A	AOPEP	h1806
MGMT	9.21274884212663e-111	0.495280175825378	0.608	0.519	2.30392423043903e-106	A	MGMT	h1806
LSG1	1.05569151062723e-109	0.402143164438889	0.707	0.633	2.64007332977657e-105	A	LSG1	h1806
ASPM	1.71721548858836e-109	0.27067170147602	0.867	0.8	4.29441249386177e-105	A	ASPM	h1806
MRTFA	1.43585199135183e-108	0.300874424024665	0.878	0.851	3.59077865997265e-104	A	MRTFA	h1806
WEE1	2.48398658157245e-108	0.4802718617787	0.634	0.556	6.21195364319638e-104	A	WEE1	h1806
DNMT1	1.00458312586635e-107	0.261816704876138	0.914	0.88	2.51226148116657e-103	A	DNMT1	h1806
DTNBP1	2.01355021907011e-105	0.428247246726422	0.668	0.589	5.03548638785054e-101	A	DTNBP1	h1806
SUN1	1.93914409912107e-104	0.244258380516557	0.925	0.898	4.84941156308197e-100	A	SUN1	h1806
IQCB1	8.11923136158891e-104	0.343204931837793	0.792	0.733	2.03045737890615e-99	A	IQCB1	h1806
ST3GAL1	2.55948470535638e-102	0.375933266099336	0.721	0.646	6.40075935115523e-98	A	ST3GAL1	h1806
SMU1	4.51940490812863e-102	0.454486500210232	0.619	0.54	1.13021277942481e-97	A	SMU1	h1806
INO80	1.53417615703563e-100	0.226785631934998	0.937	0.922	3.83666773351469e-96	A	INO80	h1806
GRB2	4.51486214560426e-100	0.376047941423029	0.73	0.672	1.12907672537271e-95	A	GRB2	h1806
ZNF215	1.96118345972708e-99	0.453394405813697	0.628	0.555	4.90452759608548e-95	A	ZNF215	h1806
KRT18	4.25107159349695e-99	0.247014628967279	0.925	0.899	1.06310798410172e-94	A	KRT18	h1806
GOLM2	5.88549589711864e-98	0.251822711481688	0.896	0.872	1.47184481395143e-93	A	GOLM2	h1806
LYRM4	6.15013264338045e-98	0.272371361648835	0.885	0.848	1.53802517145658e-93	A	LYRM4	h1806
RPTOR	6.83170525172859e-97	0.280555453501459	0.853	0.817	1.70847284935229e-92	A	RPTOR	h1806
COPS2	8.50424952381524e-97	0.429301957546071	0.602	0.521	2.12674272091571e-92	A	COPS2	h1806
GUSBP1.1	2.32965790203482e-96	0.380714055191488	0.693	0.616	5.82600848140868e-92	A	GUSBP1.1	h1806
TSC22D2	8.26864386049681e-96	0.28912369594934	0.829	0.785	2.06782245663304e-91	A	TSC22D2	h1806
FH	8.87191590115854e-96	0.446589635545849	0.621	0.549	2.21868872856173e-91	A	FH	h1806
BUB1B	9.10707380181736e-96	0.298844102916859	0.824	0.773	2.27749701635849e-91	A	BUB1B	h1806
IVNS1ABP	2.53146495329988e-94	0.339362588750555	0.78	0.738	6.33068755521235e-90	A	IVNS1ABP	h1806
TCF7L2	3.20832919117057e-94	0.284256751622106	0.877	0.846	8.02338964127935e-90	A	TCF7L2	h1806
UMAD1	6.44566108524293e-92	0.294801476985075	0.82	0.767	1.61193092419755e-87	A	UMAD1	h1806
DGKG	2.32710986053113e-91	0.318423358326852	0.733	0.658	5.81963633921624e-87	A	DGKG	h1806
KPNA4	5.17413177882545e-91	0.294957243406727	0.821	0.774	1.29394687524867e-86	A	KPNA4	h1806
POLR2A	6.96777864095728e-91	0.260704081778811	0.885	0.858	1.7425020825306e-86	A	POLR2A	h1806
ELF1	8.90565428073033e-91	0.338554878190925	0.78	0.731	2.22712602252504e-86	A	ELF1	h1806
CAMK2G	4.26079038671828e-90	0.277017951027443	0.825	0.778	1.06553845991051e-85	A	CAMK2G	h1806
USP47	1.18214857483929e-89	0.180982399355416	0.968	0.965	2.9563171559581e-85	A	USP47	h1806
GNAS	1.7072071487184e-89	0.241575398603061	0.907	0.875	4.26938363751497e-85	A	GNAS	h1806
LINC01524	1.96421825601974e-89	0.200138958618528	0.957	0.936	4.91211701465417e-85	A	LINC01524	h1806
FOXK2	1.96978521009149e-89	0.315135288103348	0.769	0.717	4.9260388533968e-85	A	FOXK2	h1806
ANO6	2.95020554380732e-89	0.297142803842233	0.836	0.799	7.37787402395334e-85	A	ANO6	h1806
NUP153	3.71312071137762e-89	0.19456553269829	0.96	0.951	9.28577227501314e-85	A	NUP153	h1806
CTDSPL	4.341388391694e-89	0.265145264501709	0.877	0.855	1.08569440899484e-84	A	CTDSPL	h1806
EPAS1	5.90518208149805e-89	0.299417811787106	0.846	0.807	1.47676793494103e-84	A	EPAS1	h1806
PRKCI	2.25825537352641e-88	0.330168264451183	0.741	0.683	5.64744503811484e-84	A	PRKCI	h1806
NAA50	3.51057331117009e-88	0.213633368289712	0.934	0.914	8.77924173657417e-84	A	NAA50	h1806
ZNF121	3.84750496531844e-88	0.360354456269176	0.695	0.63	9.62184041726834e-84	A	ZNF121	h1806
ZNF841	1.04788257093678e-87	0.389729374130842	0.653	0.581	2.62054473339871e-83	A	ZNF841	h1806
DNM2	1.95636180432388e-86	0.316286722574693	0.747	0.693	4.89246960025317e-82	A	DNM2	h1806
CCDC57	2.4097499724883e-86	0.285714772769337	0.832	0.803	6.02630273119875e-82	A	CCDC57	h1806
MCCC1	3.16695085110697e-86	0.370038752352776	0.67	0.606	7.9199106884483e-82	A	MCCC1	h1806
TRA2B	1.50216137664116e-85	0.205007968755964	0.946	0.929	3.75660517070422e-81	A	TRA2B	h1806
R3HDM1	8.35709365458185e-84	0.268900404693457	0.844	0.807	2.08994198113783e-79	A	R3HDM1	h1806
RTF1	1.45168532977239e-83	0.302685163944311	0.788	0.745	3.63037467269479e-79	A	RTF1	h1806
LINC01608	5.52038004762333e-82	0.379799470559279	0.717	0.646	1.38053664230964e-77	A	LINC01608	h1806
ATR	7.10628508834971e-82	0.246122692391775	0.869	0.838	1.77713977489449e-77	A	ATR	h1806
RYK	1.52789127059473e-81	0.278278563800578	0.806	0.769	3.8209504895033e-77	A	RYK	h1806
OPA1	3.68316440780033e-81	0.20111379612403	0.934	0.912	9.21085755102706e-77	A	OPA1	h1806
ABCC5	6.82509518614206e-81	0.240827037678945	0.836	0.79	1.70681980415041e-76	A	ABCC5	h1806
C7orf50	1.66822883860591e-80	0.251745392915795	0.854	0.816	4.17190667958565e-76	A	C7orf50	h1806
WWC1	3.42977772437049e-80	0.222198959669969	0.911	0.88	8.57718813310573e-76	A	WWC1	h1806
ENSG00000234147	4.28879441800992e-80	0.347948612696421	0.732	0.68	1.07254170805592e-75	A	ENSG00000234147	h1806
RASAL2	9.75254453943085e-80	0.167309439167317	0.981	0.984	2.43891633842087e-75	A	RASAL2	h1806
PBX1	1.1062881471412e-79	0.20233579722766	0.931	0.886	2.76660539837072e-75	A	PBX1	h1806
SEC14L1	1.59478543521871e-78	0.363210440589051	0.647	0.586	3.98823941639495e-74	A	SEC14L1	h1806
CIP2A	2.50717448090184e-78	0.322753446689505	0.7	0.639	6.26994194183932e-74	A	CIP2A	h1806
ARHGAP39	3.63832865609876e-78	0.315982209349211	0.775	0.729	9.09873230317178e-74	A	ARHGAP39	h1806
HS6ST2	9.21867417498695e-78	0.23512663421612	0.898	0.876	2.30540603768074e-73	A	HS6ST2	h1806
ELL2	2.87082943515313e-77	0.337073497008833	0.722	0.669	7.17937025143095e-73	A	ELL2	h1806
AKAP11	3.69444327384017e-77	0.341409378474071	0.709	0.669	9.2390637392195e-73	A	AKAP11	h1806
SVIL	3.8707875347801e-77	0.282359469731115	0.838	0.813	9.68006546697806e-73	A	SVIL	h1806
EEF1E1	1.85598988320522e-76	0.340846081542226	0.686	0.627	4.64145949991961e-72	A	EEF1E1	h1806
MSI2	2.39185239325943e-76	0.27969499913542	0.828	0.8	5.98154446506318e-72	A	MSI2	h1806
PIAS1	3.54003670524833e-76	0.217108729572791	0.92	0.907	8.85292379248503e-72	A	PIAS1	h1806
TFG	4.56146222750756e-76	0.277031585634318	0.8	0.755	1.14073047385509e-71	A	TFG	h1806
ATP2C1	8.66745751419698e-76	0.273101154670061	0.793	0.753	2.16755777515038e-71	A	ATP2C1	h1806
DHX36	2.89569005809836e-75	0.270953787005677	0.792	0.744	7.24154169729237e-71	A	DHX36	h1806
CCNL1	5.60365097834934e-75	0.321816656646835	0.72	0.669	1.4013610366656e-70	A	CCNL1	h1806
RAD21	2.50507039933019e-74	0.165735737928624	0.975	0.968	6.26468005464493e-70	A	RAD21	h1806
RNF216	8.26467062628191e-74	0.225098984012995	0.908	0.887	2.06682883022058e-69	A	RNF216	h1806
TPT1	3.50856044083962e-71	0.241015398666604	0.9	0.885	8.77420795045172e-67	A	TPT1	h1806
COPB2	1.49168187371982e-70	0.271204299367787	0.807	0.766	3.73039802979853e-66	A	COPB2	h1806
SPRED1	1.99449748171467e-70	0.352068873062093	0.664	0.606	4.98783930227205e-66	A	SPRED1	h1806
FAR1	3.10986056569363e-69	0.174740769010485	0.956	0.949	7.77713930268663e-65	A	FAR1	h1806
RBM39	1.87766203138353e-67	0.193415739152756	0.906	0.877	4.69565720808394e-63	A	RBM39	h1806
POLQ	3.2153585354049e-67	0.253174850509775	0.799	0.752	8.04096862534057e-63	A	POLQ	h1806
ZNF440	3.71014692751274e-67	0.3701512431371	0.605	0.539	9.27833543632386e-63	A	ZNF440	h1806
JMJD1C	5.30639276607366e-67	0.144449657576822	0.986	0.989	1.3270227029397e-62	A	JMJD1C	h1806
LHFPL6	6.76208446704101e-67	0.25701507268857	0.852	0.827	1.69106208351761e-62	A	LHFPL6	h1806
SPRED2	4.40142489764692e-66	0.246372068388881	0.813	0.777	1.10070833840354e-61	A	SPRED2	h1806
MT-ND1	5.6764426149773e-66	0.176021533668957	0.949	0.944	1.41956476915352e-61	A	MT-ND1	h1806
PVT1	6.83064114599423e-66	0.130763868496803	0.993	0.994	1.70820673779024e-61	A	PVT1	h1806
