pathway	pval	padj	log2err	ES	NES	size	leadingEdge	cellline
11	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.00101313283454916	0.00525142888871621	0.45505986738723	0.442260817011447	1.74853136521675	106	IFIT1, XBP1, VEGFA, TUBB2A, DDIT4, BAG3, EXOSC4, DNAJB9, SEC31A, KDELR3, TSPYL2, EIF2AK3, IMP3, POP4, ATF4, KIF5B, EIF4E, SLC30A5, TATDN2, HERPUD1, PAIP1, EIF4A2, NFYB, IGFBP1, HSPA5, ALDH18A1, ATP6V0D1, HYOU1, WIPI1, PDIA5, CALR, GOSR2, SHC1, EXOSC5, EXOSC1, CEBPG, ARFGAP1, LSM1, DNAJC3, DCP1A, YWHAZ, SERP1	MDA-MB-231
12	HALLMARK_INFLAMMATORY_RESPONSE	0.00271132157421349	0.0106193428323362	0.431707695803346	0.455903868306015	1.74307087504486	87	IRF1, LY6E, IL15RA, SERPINE1, MYC, IL15, SLC31A2, CD55, ADM, CMKLR1, BST2, TAPBP, NMI, ITGA5, PLAUR, IL1R1, ABCA1, HIF1A, MXD1, NFKBIA, P2RY2, SLC31A1, PSEN1, LDLR, ADRM1, TIMP1	MDA-MB-231
13	HALLMARK_ALLOGRAFT_REJECTION	0.00321127385127185	0.0116099900776752	0.431707695803346	0.45076346615512	1.7234174219857	87	CCND3, ST8SIA4, TAP1, JAK2, IL15, WARS1, FAS, HLA-A, CFP, B2M, CAPG, BCL3, TAPBP, BCL10, TGFB1, HLA-E, HIF1A, CSK, IFNGR1, TIMP1, SRGN, CSF1, STAT1, IFNAR2, EIF3J, MAP3K7	MDA-MB-231
14	HALLMARK_TGF_BETA_SIGNALING	0.0153814602132896	0.0380488752644532	0.166521148019972	0.479706968934153	1.63591847602535	46	SERPINE1, KLF10, PPP1R15A, ARID4B, SMAD7, TGFB1, SMAD3, BMPR2, SKIL, FNTA, MAP3K7, TGIF1, RAB31, IFNGR2, ACVR1, SKI, ID3, HDAC1, CTNNB1, TJP1, SPTBN1, NCOR2, TRIM33	MDA-MB-231
15	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.0050093926111459	0.0168172466231327	0.297232921999731	0.390114303728856	1.59354919479811	130	HES1, PMAIP1, KLF4, BHLHE40, JAK2, EEIG1, NHERF1, XBP1, SVIL, MYC, KLF10, TSKU, RARA, TOB1, DHRS3, SCNN1A, TIPARP, ITPK1, OVOL2, MINDY1, ELF1, FOXC1, PRSS23, P2RY2, BAG1, TBC1D30, SLC37A1, NBL1, SLC19A2, PODXL, AFF1, FOS, DHCR7, NADSYN1, OPN3, RAB31, SH3BP5, SLC22A5, SEC14L2, IGFBP4, ABHD2	MDA-MB-231
16	HALLMARK_GLYCOLYSIS	0.00774058577405858	0.0227379707112971	0.238352921646911	0.366149382755155	1.53059369898158	153	CITED2, AURKA, KIF20A, VEGFA, AGL, B4GALT4, IER3, DEPDC1, DDIT4, GFPT1, HOMER1, P4HA1, PMM2, AKR1A1, FAM162A, SLC35A3, TPST1, GMPPA, KDELR3, PLOD2, SOX9, IDH1, MXI1, ANGPTL4, B4GALT2, P4HA2, PPP2CB, COL5A1, SLC16A3, COPB2, PDK3, PSMC4, AK4, LDHA, CTH, GNE, MERTK, ZNF292, ENO2, PLOD1, BPNT1, HSPA5, CENPA, QSOX1, B4GALT1, CYB5A, ALDOA, ECD, MIF	MDA-MB-231
17	HALLMARK_MTORC1_SIGNALING	0.00605554395489664	0.0189740377253428	0.269842314478839	0.354612480400692	1.52115916748803	184	BHLHE40, PIK3R3, AURKA, PLK1, NHERF1, XBP1, DDIT3, PPP1R15A, ACSL3, WARS1, DDIT4, CFP, P4HA1, IDI1, RIT1, HMGCR, SQSTM1, UFM1, PLOD2, IDH1, PDK1, MAP2K3, PNO1, BUB1, LDLR, STARD4, GGA2, PSMC4, AK4, NFKBIB, PGM1, LDHA, USO1, PSMD14, FKBP2, PSMA4, CTH, NUFIP1, DHCR7, RPN1, STIP1, PSPH, PSMC2, ABCF2	MDA-MB-231
18	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0132532615448333	0.0346057384781758	0.180467893079923	0.381730613472619	1.51854217720396	110	LOX, SLIT2, MATN2, RHOB, SERPINE1, IL15, LOXL1, VEGFA, VEGFC, LRP1, FAS, ECM1, SDC4, BMP1, CAPG, SAT1, ITGA5, FN1, PLAUR, TGFBR3, GADD45B, TGFB1, PLOD2, SNAI2, COL4A1, PFN2, GEM, COL5A1, TIMP1, NOTCH2, COPA, P3H1, LAMC2, FSTL1, COL12A1, ENO2, PLOD1, PPIB, SERPINH1, EMP3, IGFBP4, QSOX1, CALU, MYL9	MDA-MB-231
19	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.0357662715741318	0.0800483220944855	0.109215847765851	0.411296381971114	1.47730413418478	61	MAL2, TP53INP1, ATF5, MVD, IDI1, STX5, HMGCR, PLAUR, S100A11, ABCA2, LGALS3, LDLR, PDK3, STARD4, ERRFI1, FABP5, DHCR7, ATXN2, HMGCS1, LSS, CLU, CHKA, CTNNB1, SQLE, SREBF2, ANXA5	MDA-MB-231
20	HALLMARK_PROTEIN_SECRETION	0.0275171982489056	0.0646654158849281	0.124978791119589	0.380294129041352	1.46386364955119	91	SEC24D, SEC31A, ABCA1, RAB9A, BNIP3, VPS4B, ARFGAP3, COPB2, ANP32E, USO1, CD63, RAB2A, CLTA, AP1G1, SCRN1, RPS6KA3, KIF1B, COPB1, NAPG, CAV2, ADAM10, LMAN1, GOLGA4, SOD1, RAB5A, GOSR2, ARCN1, STX12, SNX2, ATP6V1H, BET1, RAB14, RAB22A, TMED2, VAMP3, ARFIP1, CLTC, GNAS, CLCN3, GALC, PPT1, KRT18	MDA-MB-231
21	HALLMARK_ESTROGEN_RESPONSE_LATE	0.0447112399089215	0.0955194670781506	0.0972120409994456	0.340565534477874	1.3608491075431	113	KLF4, AGR2, JAK2, EEIG1, KIF20A, NHERF1, CDC20, XBP1, TOB1, MDK, SCNN1A, ITPK1, ZFP36, UGDH, OVOL2, FOXC1, PRSS23, BAG1, NBL1, FABP5, LAMC2, AFF1, FOS, DHCR7, PDCD4, COX6C, OPN3, RAB31, SLC22A5, IGFBP4, ABHD2, JAK1	MDA-MB-231
22	HALLMARK_NOTCH_SIGNALING	0.132841328413284	0.249741697416974	0.0548301225441775	0.447059387039004	1.32577430588574	24	HES1, LFNG, NOTCH2, TCF7L2, ARRB1, FBXW11, SKP1, CUL1, CCND1, APH1A	MDA-MB-231
23	HALLMARK_ANDROGEN_RESPONSE	0.092091462135515	0.180345780015384	0.067367922428938	0.339172396603095	1.29301840252175	86	CCND3, SEC24D, ACSL3, ZBTB10, IDI1, B2M, TMEM50A, SAT1, HMGCR, DNAJB9, SPDEF, CAMKK2, TSC22D1, MYL12A, ADRM1, MAK, NCOA4, SRF, MERTK, RPS6KA3, HMGCS1, GNAI3, ABHD2, B4GALT1, LMAN1, PGM3, CCND1, APPBP2	MDA-MB-231
24	HALLMARK_HEME_METABOLISM	0.0846137655230478	0.172906390416663	0.0705397288527552	0.305030639109667	1.25942071096772	141	CCND3, KLF3, SMOX, SLC22A4, OPTN, MKRN1, RIOK3, MXI1, YPEL5, TOP1, ADD1, P4HA2, MAP2K3, FOXO3, TRAK2, CDR2, SDCBP, NR3C1, PSMD9, NARF, CTNS, FBXO7, NCOA4, ANK1, CROCCP2, SLC30A1, UCP2, GAPVD1, RBM5, RNF19A, CIR1, SEC14L1, NEK7, DCUN1D1, SLC2A1, NUDT4, MOSPD1, MINPP1, ADIPOR1, BSG, CDC27, RANBP10, DCAF10, FBXO34, HDGF, MGST3, MPP1, PICALM, GDE1	MDA-MB-231
25	HALLMARK_COAGULATION	0.148502495840266	0.268446819403558	0.0520480397540998	0.357404945579862	1.25417189587011	54	SERPINE1, USP11, LRP1, BMP1, FN1, PLAT, KLF7, MSRB2, GNB2, PRSS23, TIMP1	MDA-MB-231
26	HALLMARK_XENOBIOTIC_METABOLISM	0.156146179401993	0.271810015996062	0.0506111894965511	0.296785679412618	1.18672225139123	114	GABARAPL1, SERPINE1, AKR1C3, SMOX, JUP, FAS, MAN1A1, CDA, IL1R1, TPST1, SAR1B, UGDH, UPP1, IDH1, ETS2, DDAH2, POR, EPHX1, LONP1, GSTO1, PINK1, SPINT2, AP4B1	MDA-MB-231
27	HALLMARK_ADIPOGENESIS	0.176150627615063	0.29568141063957	0.047594922428523	0.27263181491791	1.14735222882978	160	ANGPT1, SQOR, TOB1, CCNG2, CAVIN2, DNAJB9, ABCA1, RIOK3, PPP1R15B, IDH1, GRPEL1, COL4A1, STOM, PFKFB3, PHLDB1, ANGPTL4, NKIRAS1, BAZ2A, SDHB, POR, RNF11, BCL6, CRAT, AGPAT3, IFNGR1, PGM1, PHYH, CYC1, JAGN1, DHCR7, PDCD4, STAT5A, UCP2, ATP1B3, UQCR10, NDUFB7, MTARC2, UCK1, DHRS7, CDKN2C, ALDOA, CAVIN1, UQCRC1, DDT, SOD1, UBQLN1, CD151, MGST3, SCARB1, PLIN2, RREB1, ATP5PO, DNAJC15, ADIPOR2, COX8A, LPCAT3, RETSAT, CMBL	MDA-MB-231
28	HALLMARK_MYOGENESIS	0.31263069845253	0.480503002604028	0.0344174271530624	0.281090553105067	1.07580155229765	88	BHLHE40, SVIL, AGL, DMPK, MEF2C, RIT1, BIN1, GADD45B, TGFB1, DAPK2, MEF2D, GAA, SPDEF, ATP6AP1, ITGB4, SYNGR2, TEAD4, CRAT, SORBS3, BAG1	MDA-MB-231
29	HALLMARK_OXIDATIVE_PHOSPHORYLATION	0.316927512355848	0.480503002604028	0.0338338510521825	0.243427917225124	1.05285821309498	194	ATP6V0B, ATP6V1G1, ECI1, MTRF1, COX7A2, ACAA1, CASP7, IDH1, GRPEL1, ATP6AP1, ATP6V1F, SDHB, POR, NDUFV2, MTRR, UQCRH, PHYH, LDHA, CYC1, NDUFA2, COX6C, NDUFB3, NDUFA1, COX7A2L, ATP6V0E1, ATP6V1C1, UQCR10, NDUFB7, HCCS, NDUFC1, NQO2, MRPL11, COX4I1, ISCU, CYB5R3, CYB5A, PMPCA, NDUFA4, MRPS15, ATP6V1E1, NDUFS8, PDK4, UQCRC1, MGST3, HSD17B10, CPT1A, NDUFB6, UQCRC2, ETFA, BAX, ATP5PO, ATP6V1H, VDAC2, NDUFS2, COX8A, RETSAT, ATP5F1E, ATP5F1B, TIMM13, NDUFA8, ATP6V1D, SDHA, ATP5MC2, GLUD1, PDP1, COX5A, NDUFS3, GPX4, ECH1, OXA1L, NDUFB5	MDA-MB-231
30	HALLMARK_G2M_CHECKPOINT	0.482009925558313	0.686498984886082	0.0261719936295095	0.226728898510144	0.98203898597308	197	AURKA, NEK2, PLK1, CDC20, MYC, CKS2, ARID4A, ATF5, HMGB3, CENPF, BCL3, UBE2S, TGFB1, HSPA8, TPX2, RAD21, CDKN3, TOP1, HIF1A, PRC1, SMAD3, JPT1, KIF2C, CCNB2, PML, PTTG1, CCNT1, BUB1	MDA-MB-231
31	HALLMARK_APICAL_JUNCTION	0.5802546441244	0.77919909353848	0.0232530010918005	0.233670526185447	0.940879125514746	119	PIK3R3, SLIT2, CLDN4, JUP, RHOF, MVD, CERCAM, MDK, BMP1, CD276, SHROOM2, NECTIN2, VASP, ITGB4, LDLRAP1	MDA-MB-231
32	HALLMARK_MITOTIC_SPINDLE	0.666666666666667	0.859975698397408	0.0208796808598461	0.212992301100013	0.922083711965886	196	NEDD9, AURKA, NEK2, PLK1, RHOF, CLIP2, CENPF, SHROOM2, BIN1, FGD4, SYNPO, CDC42EP4, ARHGAP27, TPX2, ARL8A, MYO1E, MARK4, DLGAP5, PRC1, BCL2L11, KIF2C, CCNB2	MDA-MB-231
33	HALLMARK_SPERMATOGENESIS	0.695299500831947	0.859975698397408	0.0203610357742636	0.24480930378662	0.859061835752073	54	AURKA, NEK2, GMCL1, CDKN3, KIF2C, CCNB2, BUB1, PHKG2, CHFR, SIRT1, CSNK2A2	MDA-MB-231
34	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.754286909242995	0.886287118360519	0.0192091004452495	0.221739468154732	0.848650591104541	88	PIK3R3, DDIT3, STAT2, RIT1, SQSTM1, GRK2, PDK1, MAP2K3, GRB2, MYD88, NFKBIB, EIF4E, MKNK2, RIPK1, RPS6KA3, MAP3K7	MDA-MB-231
35	HALLMARK_MYC_TARGETS_V2	0.727291623363126	0.876479648668383	0.0196673670541784	0.239006598545554	0.843825465390827	56	PLK1, MYC, SRM, NOP16, PPRC1, TFB2M, BYSL, NIP7, WDR43, PUS1, RABEPK, WDR74, NOP2, IMP4, EXOSC5, PPAN, GRWD1, DDX18, NDUFAF4, FARSA	MDA-MB-231
36	HALLMARK_PEROXISOME	0.881521513198919	0.963523514426726	0.0168138197837278	0.205469300172349	0.768709886284181	77	DHRS3, IDI1, BCL10, ACAA1, IDH1, VPS4B, CDK7, CRAT, PRDX5, HMGCL, NUDT19, ABCD1, MVP, CLN8, RDH11, ERCC3, SLC35B2, SOD1, PEX6, PRDX1, ABCD3, SLC23A2, PEX2, PEX11B, RETSAT	MDA-MB-231
37	HALLMARK_MYC_TARGETS_V1	1	1	0.0149100173785417	0.105884324348616	0.459122592491937	199	CDC20, MYC, SRM, UBE2E1, NOP16, PSMD7, PSMC4, CCNA2, TXNL4A, LDHA, CYC1, EIF4E, PSMD14, PSMA4, PSMB2, PSMD3, EIF3J, EIF3B, CUL1, RSL1D1, DDX21, RUVBL2, RPS10, UBA2, PSMA2, MAD2L1, HDGF, MRPS18B, RPL34, PGK1, HNRNPC, DDX18, C1QBP, FAM120A, SNRPB2, CBX3, PRDX4, PCBP1, ILF2, COPS5, RPS2, COX5A, XPO1, CANX, NCBP2, NOLC1, CCT5, TARDBP, HDDC2, VBP1, EXOSC7, MRPL9, RAN, HSPD1, PSMA7, SSB, RPLP0, PSMD8, NHP2, ETF1, UBE2L3, PSMB3, HSP90AB1, IFRD1, SYNCRIP, EIF4G2, PSMC6, KPNA2, PSMD1, PRDX3, PABPC1, LSM7, PABPC4, PSMA6, EIF2S1, EIF3D, SMARCC1, PPM1G, SRSF2, PWP1, TOMM70, GNL3, HSPE1, EIF4A1, EIF2S2, H2AZ1, SSBP1, DHX15, LSM2, BUB3	MDA-MB-231
38	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.999609145983975	1	0.0141006398577516	-0.139339278216774	-0.468524186802318	42	MSRA, ERCC2, G6PD, MGST1, TXNRD2	MDA-MB-231
39	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.938154323381155	1	0.0149010649584975	-0.213203207928095	-0.654431916888496	27	LEF1, DKK1, DVL2	MDA-MB-231
40	HALLMARK_FATTY_ACID_METABOLISM	0.977623456790123	1	0.0142338491761397	-0.175744366448632	-0.71329503270491	117	G0S2, AADAT, BPHL, NCAPH2, HADH, PTPRG, SUCLG2, MLYCD, ENO3, ACADVL, ACSL1, BCKDHB, NSDHL, ACSL4, CRYZ, GSTZ1, FH, DECR1, PCBD1, KMT5A, DLST, ADSL, GPD2, GCDH, RAP1GDS1, DLD, UROS, BMPR1B, CBR1, EHHADH, IL4I1, D2HGDH, DHCR24, SUCLG1, ODC1	MDA-MB-231
41	HALLMARK_BILE_ACID_METABOLISM	0.86526599845798	0.963523514426726	0.0159870255880655	-0.215215754232497	-0.772241590628762	57	CYP39A1, NR3C2, EFHC1, SLC29A1, MLYCD, PEX13, ACSL1, ISOC1, ATXN1, FADS1	MDA-MB-231
42	HALLMARK_UV_RESPONSE_DN	0.822934554474337	0.943364001470581	0.0165683370223268	-0.205322323387035	-0.840142995679092	122	MMP16, ARHGEF9, LTBP1, TFPI, MAGI2, HAS2, BDNF, RASA2, PPARG, SIPA1L1, LPAR1, FHL2, PRKCA, PRKCE, PTPRM, TGFBR2, MT1E, AKT3, APBB2, BCKDHB, ATXN1, SFMBT1, CELF2, DLC1, MAP2K5, FZD2, GCNT1, MTA1	MDA-MB-231
43	HALLMARK_DNA_REPAIR	0.684159938485198	0.859975698397408	0.0194106712815694	-0.21769258772582	-0.903455147716678	135	PDE4B, POLA2, POLA1, XPC, RAD52, DUT, PRIM1, RFC4, AAAS, LIG1, ERCC2, POLD3, HPRT1, NFX1, FEN1, ZWINT, GSDME, POLD1, TAF10, TK2, POLH, NME1, PCNA, VPS28, RFC3, POLR2C, DGCR8, BCAM	MDA-MB-231
44	HALLMARK_APICAL_SURFACE	0.560109289617486	0.774268723882996	0.0227423732290563	-0.311060738165941	-0.927899677862791	24	ATP6V0A4, BRCA1, DCBLD2, EFNA5, SRPX	MDA-MB-231
45	HALLMARK_KRAS_SIGNALING_DN	0.371655680496316	0.545869280728965	0.0296293699405098	-0.303424148053003	-1.05251958909793	48	EPHA5, CYP39A1, C5, MSH5, SLC16A7, RIBC2, CDKAL1, BARD1, PLAG1, IDUA, CAMK1D, COQ8A	MDA-MB-231
46	HALLMARK_KRAS_SIGNALING_UP	0.184630163304515	0.299228195700421	0.0442587547733942	-0.299886362160162	-1.17006087010734	91	H2BC3, ANXA10, G0S2, DOCK2, MMD, ATG10, TFPI, MALL, AKAP12, DCBLD2, SEMA3B, GFPT2, CFH, SDCCAG8, ITGBL1, RABGAP1L, PLEK2, ETS1, BTBD3, EMP1, ANKH, HBEGF, KCNN4, IGFBP3, ETV1, BPGM, ITGA2, TPH1, SCG5	MDA-MB-231
47	HALLMARK_E2F_TARGETS	0.00966744006187162	0.0267276284063509	0.204544131818546	-0.321114133024616	-1.39774757685656	198	TCF19, UNG, POLA2, DIAPH3, GINS4, RRM2, CDK1, SPC25, MYBL2, BRCA1, PLK4, KIF18B, RAD51AP1, POLE, CENPM, BARD1, GINS3, UBR7, MELK, DUT, E2F8, DSCC1, HELLS, LIG1, AURKB, MSH2, PRIM2, DCLRE1B, CIT, H2AX, POLD3, RNASEH2A, GINS1, LMNB1, CDC25A, ATAD2, DCTPP1, MCM7, SMC6, SPC24, TIMELESS, POLD1, MCM2, WDR90, BRCA2, RBBP7, RPA1, NME1, EED, PCNA, PRKDC, KIF4A, RFC3, DCK, ING3, CCP110, SHMT1, MCM6, MCM3, MMS22L, TOP2A, PA2G4, CTPS1, CDK4, MCM4, EXOSC8, MRE11, CHEK1, ORC6, EZH2, PRPS1, SRSF1	MDA-MB-231
48	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	8.37572909074901e-08	1.31219755755068e-06	0.704975715167238	0.502173053236513	2.20164194899868	107	IFIT1, BAG3, ATF3, DNAJB9, ATF4, TUBB2A, HERPUD1, KIF5B, DDIT4, DNAJA4, NHP2, ATP6V0D1, LSM1, EIF4A2, ASNS, ARFGAP1, RPS14, SDAD1, ERN1, SERP1, FKBP14, HYOU1, GOSR2, XBP1, EIF4A3, ZBTB17, POP4, HSPA5, TSPYL2, NFYB, SEC31A, KDELR3, CALR, EEF2, EIF4G1, NPM1, CEBPG, WFS1, CNOT6, NOLC1, SSR1, SPCS1, EIF4A1, YIF1A, BANF1, PAIP1, HSPA9, EDEM1, HSP90B1, DNAJC3, YWHAZ, CKS1B, PSAT1, EXOSC4, DCP2, SLC1A4, DCTN1, TARS1, EXOSC2	HCC1806
49	HALLMARK_MYC_TARGETS_V1	2.28445413994611e-09	1.07369344577467e-07	0.774939030136436	0.43339594668263	2.08410290679477	199	CDC20, CCNA2, KPNA2, RPL34, PSMA7, RPS6, PSMD8, BUB3, NHP2, NOP16, DDX21, RPS2, SRSF3, NCBP2, SNRPB2, RPS5, HSPE1, EIF2S2, RSL1D1, SF3A1, EIF3J, RPLP0, TOMM70, RPL22, COX5A, RPL6, CBX3, PSMA4, RPS10, SNRPD2, MRPS18B, ACP1, RAN, RUVBL2, HSPD1, GNL3, RPL14, SSB, HSP90AB1, SNRPG, TCP1, RPL18, RPS3, PSMC4, PPM1G, SNRPA, TRA2B, PRDX4, VBP1, EEF1B2, RACK1, NPM1, HDGF, C1QBP, RNPS1, ODC1, PSMD7, NOLC1, PSMD14, PWP1, EIF4A1, UBE2L3, HNRNPC, EIF3B, TARDBP, PABPC1, RANBP1, PTGES3, CCT3, CCT4, PSMB3, SYNCRIP, SNRPD3, CNBP, PHB1, SLC25A3, PABPC4, XPO1, H2AZ1, CCT2, KARS1, DDX18, AIMP2, SNRPA1, SRSF7, HDDC2, NDUFAB1, PRPS2, HNRNPA2B1, PSMC6, TUFM, PCBP1, EIF1AX, SERBP1, PSMA2, HDAC2, ILF2, CANX, PPIA, PSMD3, SRPK1, NME1, EPRS1, ABCE1, FBL, ETF1, CYC1, HNRNPU, GSPT1, CCT5, EIF4G2, CCT7, PSMB2, XPOT, HNRNPA1, SMARCC1, NAP1L1, LSM7	HCC1806
