pathway	pval	padj	log2err	ES	NES	size	leadingEdge	cellline
11	HALLMARK_PEROXISOME	0.476377250846853	0.722249380316197	0.0238950778648558	0.256348824417051	0.986511000233917	70	PEX5, ACSL4, NUDT19, PEX13, CLN6, GNPAT, CLN8, PEX2, CTPS1, MSH2, SLC35B2, CNBP, ECI2, YWHAH, ACOX1, PABPC1, DHCR24, CDK7, ACSL1, SCP2, ELOVL5	MDA-MB-231
12	HALLMARK_GLYCOLYSIS	0.528568962540998	0.758112373737374	0.0217192583377092	0.223317757216649	0.969421677708663	141	ANKZF1, IL13RA1, COL5A1, ANGPTL4, ALG1, VLDLR, PYGL, PMM2, PGK1, STC1, CLN6, PGM2, GOT1, FKBP4, PRPS1, PHKA2, GOT2, SDHC, NDUFV3, PPP2CB, G6PD, TPBG, MPI, MXI1, ERO1A, PKP2, DDIT4, PAXIP1, LDHA, PLOD2, ECD	MDA-MB-231
13	HALLMARK_DNA_REPAIR	0.532291666666667	0.758112373737374	0.0216988267174439	0.226197931347896	0.966215702670773	128	CDA, UMPS, ALYREF, ADCY6, POLA1, ERCC4, RAD51, NELFE, BCAP31, POLR2F, RAD52, RNMT, DGUOK, RFC3, HPRT1, RFC4, MPC2, CETN2, DGCR8, ERCC2, TAF1C, COX17, NUDT21, GTF2A2, NUDT9, NELFCD, ELL, SDCBP, POLR2D, ARL6IP1, SSRP1, TYMS, GTF2H1	MDA-MB-231
14	HALLMARK_ALLOGRAFT_REJECTION	0.603188507358094	0.787496106828623	0.0199118866491406	0.233091712072055	0.926084078057695	82	INHBB, ELF4, TGFB2, RPL39, MTIF2, FLNA, ABCE1, RPL9, LIF, WARS1, SOCS5, TPD52, RPS3A, LYN	MDA-MB-231
15	HALLMARK_G2M_CHECKPOINT	0.674090445426726	0.856277052298813	0.0178009870617832	0.202311003592446	0.918811002058661	194	GINS2, ODC1, MYC, E2F1, NOLC1, UCK2, CDKN1B, SLC7A1, DKC1, MCM3, POLE, SLC7A5, E2F3, CCNT1, ATF5, CHAF1A, FANCC, PBK, CDKN3, AURKB, E2F4, SUV39H1, SMAD3, NCL, PRIM2, NEK2, CDC6, MAP3K20, YTHDC1, CCNA2, KIF4A, HSPA8, SQLE, ATRX, SLC38A1, SYNCRIP, RBL1, PRPF4B, KMT5A, CDC20, ILF3, XPO1, CUL4A, EZH2, HNRNPD, MAD2L1, KPNB1, PLK4, AURKA, MAPK14, CDC25A, CTCF, TOP1, FBXO5, HNRNPU, CDC7, TRA2B, KIF23, KIF5B, LBR, NUSAP1, CDK4, CKS2, CUL3, SRSF2, RAD23B, JPT1, UBE2S, MEIS2, NUP98, RASAL2, PLK1, AMD1, STIL, TGFB1, MCM6, HIF1A, POLA2, BUB3, SS18, SNRPD1, SRSF1, KIF2C, PRC1, TTK, FOXN3	MDA-MB-231
16	HALLMARK_MTORC1_SIGNALING	0.743615934627171	0.896152536601975	0.0163838928527898	0.197674225314529	0.890500980580145	182	NHERF1, MCM4, MTHFD2, VLDLR, LGMN, DDIT3, TUBA4A, ASNS, TOMM40, PGK1, GGA2, STC1, GOT1, HPRT1, SLC1A5, WARS1, SLC7A5, NUFIP1, G6PD, TCEA1, EPRS1, ERO1A, SCD, RRM2, SEC11A, DDIT4, PNO1, LDHA, PLOD2, DHCR24, PSME3, SQLE, ELOVL6, SHMT2, ACLY, RIT1, EEF1E1, PSMD12, ACACA, GTF2H1, ELOVL5, TMEM97, GSK3B, EIF2S2, ATP5MC1, AURKA, CDC25A, P4HA1	MDA-MB-231
17	HALLMARK_UNFOLDED_PROTEIN_RESPONSE	0.737862382116661	0.896152536601975	0.0168690107619999	0.212412993943088	0.871115529217372	100	MTHFD2, EIF4EBP1, NOLC1, ASNS, EDC4, DKC1, EIF4A3, GOSR2, SLC7A5, XPOT, ATF4, CEBPG, SPCS3, ERO1A, SEC11A, DDIT4, LSM4, IARS1, EXOSC9, BAG3, EIF2S1, SKIC3, SPCS1, NFYA, EIF4A1, NOP14, EEF2, EIF4G1, MTREX, EXOSC2, EIF4E, CNOT2, NFYB, IMP3, KIF5B, PARN, SSR1	MDA-MB-231
18	HALLMARK_ADIPOGENESIS	0.879283623213363	0.96107744862856	0.0141260548565526	0.187587228397381	0.823295855028117	151	SCARB1, MYLK, ANGPTL4, PEMT, IDH3A, COL4A1, AIFM1, ADCY6, UCP2, ELMOD3, GPHN, ARAF, SDHC, SLC1A5, PHLDB1, IDH3G, RAB34, CHUK, BCL6, ATL2, COX6A1, DHRS7B, GPAM, ACOX1, NDUFS3, CAVIN1, PHYH, ELOVL6, SQOR, BAZ2A, MIGA2, ESYT1, CS, ACLY, SCP2, AGPAT3, UQCR11, NDUFB7, GRPEL1, FAH, UQCRC1, ECHS1, PFKFB3, DNAJC15, RIOK3, ADIPOR2	MDA-MB-231
19	HALLMARK_BILE_ACID_METABOLISM	0.937320916905444	0.990115321252059	0.013768611388669	0.19387537933925	0.691473308023776	47	NPC1, PEX13, GNPAT, SLC35B2, PECR, PHYH, DHCR24, EFHC1, SLC29A1, ACSL1, SCP2	MDA-MB-231
20	HALLMARK_REACTIVE_OXYGEN_SPECIES_PATHWAY	0.964044943820225	0.990115321252059	0.0166462504417904	-0.182660221572688	-0.644574165266375	41	PRNP, MBP, ATOX1, FTL, NQO1, GCLC, MGST1, TXNRD1, GLRX, SCAF4	MDA-MB-231
21	HALLMARK_PROTEIN_SECRETION	0.990115321252059	0.990115321252059	0.0169313847607024	-0.15994579810735	-0.654474153913977	90	ATP1A1, LMAN1, TSPAN8, ZW10, RAB5A, ARCN1, AP2M1, TMED10, COPE, DOP1A, COPB2	MDA-MB-231
22	HALLMARK_MITOTIC_SPINDLE	0.971906030515863	0.990115321252059	0.0176236984507991	-0.164938942679547	-0.756583647042695	192	FSCN1, TIAM1, GSN, DOCK4, ARHGAP5, SUN2, CDC42EP1, SHROOM2, NET1, CLIP2, TAOK2, NCK2, RAB3GAP1, UXT, FGD4, EPB41, KATNA1, WASL, ESPL1, TLK1	MDA-MB-231
23	HALLMARK_SPERMATOGENESIS	0.834663625997719	0.956809522485191	0.0189902936643786	-0.212444964745201	-0.783827576149246	52	STAM2, BRAF, SCG5, CLPB, GMCL1, CAMK4, CDK1, TALDO1, PARP2, IFT88, SIRT1, PHKG2, ARL4A, NCAPH, PRKAR2A, SLC12A2, MTOR, CLGN	MDA-MB-231
24	HALLMARK_CHOLESTEROL_HOMEOSTASIS	0.831110106262718	0.956809522485191	0.0189249931611397	-0.210600621145407	-0.784339940026027	54	CLU, MVK, PLAUR, ANTXR2, NFIL3, DHCR7, PDK3, CYP51A1, GPX8, JAG1	MDA-MB-231
25	HALLMARK_FATTY_ACID_METABOLISM	0.864091559370529	0.96107744862856	0.0191384937856528	-0.192546231654587	-0.809726973640485	107	EPHX1, ALDH3A2, CPOX, CRAT, HIBCH, IDH1, ACAA2, DECR1, PSME1, UROD, MCEE, GPD2, ENO2, PPARA, SERINC1, ALAD, ACAA1, MGLL, LGALS1, SDHA, SDHD, ACADM, ME1	MDA-MB-231
26	HALLMARK_ANDROGEN_RESPONSE	0.563344201210992	0.775497609440168	0.025543624542536	-0.231999690156088	-0.940770574514263	84	ADAMTS1, DNAJB9, PMEPA1, MERTK, SPDEF, LMAN1, LIFR, AKAP12, ITGAV, TSC22D1, ELL2, B4GALT1, DBI, ANKH, TNFAIP8, TMEM50A, B2M, NGLY1, PDLIM5, ABCC4, SLC38A2	MDA-MB-231
27	HALLMARK_P53_PATHWAY	0.57749821979587	0.775497609440168	0.0254464858615218	-0.215183662190114	-0.943055518485032	139	EPHX1, ABHD4, WRAP73, FUCA1, SLC35D1, STEAP3, XPC, EI24, PITPNC1, STOM, IP6K2, GM2A, TGFA, AK1, ISCU, ZMAT3, MAPKAPK3, TSC22D1, DGKA, RNF19B, RAB40C, ANKRA2, FAM162A, CSRNP2, BLCAP, DRAM1, NOTCH1	MDA-MB-231
28	HALLMARK_XENOBIOTIC_METABOLISM	0.472972972972973	0.722249380316197	0.02890376707745	-0.234570918218772	-0.984302097938668	104	KYNU, IL1R1, EPHX1, AKR1C3, BLVRB, MT2A, SLC35D1, IDH1, CYB5A, AOX1, GSS, SLC6A6, DHRS7, NQO1, PC, CSAD, ALDH2, GCLC, PDLIM5, PTGR1, EPHA2, ALAS1, PROS1, SAR1B	MDA-MB-231
29	HALLMARK_UV_RESPONSE_UP	0.448984356759281	0.722249380316197	0.0295721176973961	-0.240516463662358	-0.996273510468343	96	ICAM1, EPHX1, MMP14, GLS, HTR7, H2AX, ATP6V1F, PPP1R2, SQSTM1, UROD, BID, RAB27A, SHOX2, ENO2, NFKBIA	MDA-MB-231
30	HALLMARK_MYOGENESIS	0.37987012987013	0.661255411255411	0.0326027375455394	-0.256305528511486	-1.02917232737078	79	MEF2C, GSN, AGL, PKIA, TNNT1, CRAT, CLU, SPDEF, PRNP, SIRT2, IGFBP3, AK1	MDA-MB-231
31	HALLMARK_APICAL_SURFACE	0.359270787016452	0.649451038068201	0.0328671257118909	-0.348352098795775	-1.06250104225144	22	CRYBG1, SHROOM2, PLAUR, HSPB1, B4GALT1, PCSK9	MDA-MB-231
32	HALLMARK_IL2_STAT5_SIGNALING	0.311228154177639	0.585108929853962	0.037330182403031	-0.251529478830135	-1.0644171369301	111	ITGA6, TIAM1, MAFF, HIPK2, CDCP1, ITGAE, PRNP, ECM1, DCPS, MAP3K8, NFIL3, ITGAV, IL4R, TTC39B, GALM, DHRS3, AHR, ST3GAL4, CTSZ, GADD45B, PLEC, IKZF2, CAPG, CKAP4, BCL2	MDA-MB-231
33	HALLMARK_PI3K_AKT_MTOR_SIGNALING	0.298409728718428	0.584577114427861	0.0377316811230551	-0.264892711033773	-1.07713108411198	86	PLCB1, TIAM1, PIK3R3, MAP2K6, PPP2R1B, SQSTM1, ECSIT, CAB39L, PIN1, MKNK1, AP2M1, CAMK4, MYD88	MDA-MB-231
34	HALLMARK_APOPTOSIS	0.275796025855877	0.584577114427861	0.0399925220443327	-0.256460271969278	-1.08528316321208	111	GSN, PMAIP1, SLC20A1, TIMP1, IGFBP6, PAK1, CLU, CASP4, SQSTM1, EREG, BCL2L2, BID, TGFBR3, HSPB1, CASP8, PLAT, ENO2, CDC25B, ANKH	MDA-MB-231
35	HALLMARK_TGF_BETA_SIGNALING	0.278103837471783	0.584577114427861	0.0384965220571916	-0.313915802531498	-1.11637761618725	43	ACVR1, SLC20A1, HIPK2, PMEPA1, ID3, HDAC1	MDA-MB-231
36	HALLMARK_TNFA_SIGNALING_VIA_NFKB	0.190351711026616	0.447326520912548	0.0489076613902853	-0.266216135034793	-1.14513500176709	123	KYNU, ICAM1, GFPT2, MAFF, PDE4B, NAMPT, PMEPA1, BCL3, SPSB1, PLAUR, SQSTM1, IFIT2, PANX1, MAP3K8, TNC, NFIL3, TIPARP, TSC22D1, TANK, RNF19B, NFE2L2, B4GALT1, NFKBIA	MDA-MB-231
37	HALLMARK_HEME_METABOLISM	0.170887573964497	0.422721893491124	0.0517363831268346	-0.268564660075299	-1.16112264960048	127	ENDOD1, FOXJ2, CPOX, BLVRB, TENT5C, SLC30A10, P4HA2, TRAK2, SLC66A2, DCAF11, UROD, LRP10, KAT2B, EPB41, DCUN1D1, ELL2, SLC6A9, CIR1, ALAD, MARCHF8, CAST, YPEL5, PICALM, NEK7, CROCCP2, PC, MKRN1, GCLC, ARHGEF12, KHNYN	MDA-MB-231
38	HALLMARK_INFLAMMATORY_RESPONSE	0.158325537885875	0.41340557114645	0.0535588041272954	-0.293870672294609	-1.19496393314141	86	IL1R1, ICAM1, BST2, MMP14, PDE4B, NAMPT, TIMP1, NMI, P2RY2, PLAUR, EREG	MDA-MB-231
39	HALLMARK_APICAL_JUNCTION	0.116718488399904	0.322692291458559	0.063728697179177	-0.290421966256041	-1.22694761713385	110	ICAM1, CDH11, FSCN1, PIK3R3, NECTIN1, ITGA2, MDK, CRAT, SHROOM2, CALB2, LAMC2, CLDN4, FLNC, TAOK2, SDC3, GNAI2, WASL, B4GALT1, EXOC4, RAC2, ADAM15	MDA-MB-231
40	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.090073941295093	0.282231682724625	0.0705397288527552	-0.384389613324678	-1.34627664821829	39	IL1R1, STAM2, IRF9, CBL, MAP3K8, IL4R, STAT1, MYD88	MDA-MB-231
41	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0357735133854537	0.14011292742636	0.116711254186642	-0.334282466737128	-1.40094390542616	103	LOXL1, FN1, CDH11, MMP14, TIMP1, LRP1, P3H1, PMEPA1, ITGA2, COL7A1, FUCA1, PFN2, LAMC2, PLAUR, ECM1, VEGFC, TNC, ITGAV, IGFBP3, TGFBR3, MEST, ENO2, PLOD1, SGCB	MDA-MB-231
42	HALLMARK_COMPLEMENT	0.0353247984826932	0.14011292742636	0.117506481856722	-0.334247612972527	-1.40256357939908	104	KYNU, FN1, KCNIP3, MMP14, DOCK4, MAFF, CBLB, TIMP1, LRP1, PSMB9, CLU, CASP4, PLAUR, FDX1, ATOX1, CPQ, GPD2, GNAI2, CFH, PLAT, PCLO, IRF2, PCSK9, HSPA5, PRCP, RBSN	MDA-MB-231
43	HALLMARK_COAGULATION	0.0255194218608853	0.133268091940179	0.13525091239264	-0.421782658295222	-1.5393088692057	49	FN1, GSN, MMP14, MAFF, TIMP1, LRP1, ITGA2, CLU, PEF1, SIRT2, CPQ, ISCU, CFH, PLAT, THBD, DUSP6, S100A13, PRSS23, RABIF, RAC1, PROS1	MDA-MB-231
44	HALLMARK_NOTCH_SIGNALING	0.025515864211227	0.133268091940179	0.134050934338562	-0.537321448038965	-1.62142632808468	21	ST3GAL6, FZD1, ARRB1, FZD7, MAML2, NOTCH1, JAG1, SKP1, HES1, DTX2	MDA-MB-231
45	HALLMARK_KRAS_SIGNALING_UP	0.00954598370197905	0.0640944619990022	0.22623238004642	-0.409805817420673	-1.65243933208239	81	GNG11, GFPT2, ETV1, KCNN4, TMEM158, GALNT3, ITGA2, FUCA1, PLAUR, CBL, EREG, CAB39L, SCG5, AKAP12, IGFBP3, ZNF277, CFH, ATG10, PLAT, PSMB8, TFPI, ANKH, HDAC9, CDADC1, ADAM8, DUSP6, BIRC3, AVL9, ETV5, SPRY2, SDCCAG8	MDA-MB-231
46	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.000316509839671144	0.00743798123227188	0.49849310876659	-0.438436379245506	-1.86610870028814	116	ICAM1, BST2, OAS2, PDE4B, ST8SIA4, ISG15, CD74, NAMPT, PARP12, MVP, NMI, PSMB9, OAS3, IFI27, MT2A, IRF9, HLA-B, CASP4, PARP14, OGFR, IFIT2, HERC6, PSME2, PSME1, IL4R, RNF31, CFH, CASP8, CIITA, PSMB8, NFKBIA, STAT1, IRF2, NLRC5, MYD88, SLC25A28, HLA-A, PSMA2, B2M	MDA-MB-231
47	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.000523068835544444	0.00771424078926033	0.477270815362862	-0.520959993597946	-2.02763315591496	67	BST2, ISG15, CD74, PARP12, SAMD9, NMI, PSMB9, IFI27, IRF9, CD47, PARP14, OGFR, IFIT2, HERC6, PSME2, GBP2, PSME1, IL4R, RNF31, CASP8, PSMB8, TRIM5, NCOA7, HLA-C, IRF2	MDA-MB-231
48	HALLMARK_MITOTIC_SPINDLE	0.000122665159461303	0.00576526249468122	0.518848077743792	0.388693463619989	1.67763672447321	193	NEDD9, EPB41L2, CNTRL, ABR, DOCK4, WASF1, OPHN1, FARP1, CLIP2, ARHGAP29, ALMS1, KIF5B, CEP250, AURKA, NUSAP1, CDC42EP1, TRIO, NCK1, TBCD, CDC42EP4, CENPF, FSCN1, SEPTIN9, PIF1, MYH10, NEK2, SMC4, KIF3B, ABL1, MID1, KIF20B, ECT2, KIF22, RASA2, MYO1E, CYTH2, ARFIP2, MARCKS, ARHGDIA, DYNC1H1, CCDC88A, ALS2, PCGF5, TPX2, KIF2C, MYO9B, BCAR1, CDK5RAP2, NDC80, PRC1, TOP2A, RASAL2, CCNB2, RHOF, STAU1, GEMIN4, MYH9, SUN2, PCM1, SMC3, BCR, TTK, KIF11, FGD6, BIRC5, RACGAP1, WASF2, RHOT2, GSN, KATNA1, NOTCH2, TIAM1, NUMA1, FGD4, ARHGAP27, PREX1	HCC1806
49	HALLMARK_G2M_CHECKPOINT	0.00149512320593767	0.0196136014701403	0.45505986738723	0.347956624277017	1.50363454707319	195	DMD, MYBL2, STMN1, EFNA5, UBE2C, KIF5B, AURKA, NUSAP1, E2F3, ODF2, TGFB1, CENPF, CKS2, PTTG1, HMGB3, SMC2, NEK2, SMC4, KNL1, E2F1, ABL1, KIF20B, MT2A, ARID4A, KIF22, TOP1, PRPF4B, RAD54L, PRIM2, RBL1, MARCKS, LIG3, MEIS1, POLQ, DBF4, TPX2, KIF2C, STIL, CCNT1, NDC80, PRC1, NSD2, TOP2A, TLE3, HMMR, RASAL2, CCNB2, BUB3, CENPA, H2AX, HOXC10, TTK, KIF11, TRA2B, SYNCRIP, MNAT1, CDC6, MCM6, HUS1, BIRC5, RAD23B, NASP, RACGAP1, POLE, CBX1, JPT1, ORC6, KATNA1, NOTCH2, CDC45, ATRX, NUMA1, AURKB, RPA2, TROAP, TNPO2, HIF1A, MAPK14, CASP8AP2, MCM2, CDC27, MTF2, INCENP, SMAD3, KIF4A, CHMP1A, MEIS2, CDKN1B, BUB1, E2F2, SRSF2, UBE2S, MCM5, NUP98, CDK1, RPS6KA5, EXO1, CUL3, CDC25A, KMT5A, SFPQ, FANCC, EZH2, SMARCC1, MKI67, LMNB1, RBM14, HNRNPD, HMGN2	HCC1806
50	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.0126360126360126	0.0787965099509663	0.241698386096655	0.37594551489439	1.47507274569038	101	TNC, BASP1, FBN1, COL16A1, EDIL3, TPM1, ADAM12, COL5A2, SPOCK1, MEST, INHBA, FBLN1, PMEPA1, THBS1, SERPINE1, CAP2, SLIT2, DKK1, CDH2, CCN1, COL5A1, CCN2, FN1, ENO2	HCC1806
51	HALLMARK_UV_RESPONSE_DN	0.0210188813680086	0.0929042924059277	0.18806904097585	0.358864675509422	1.42254492073706	107	CITED2, COL5A2, ARHGEF9, DLC1, ATXN1, TFPI, DDAH1, SERPINE1, CAP2, IGF1R, CCN1, TGFBR2, MET, PIK3R3, RUNX1, GCNT1, MGMT, PRKCA, FHL2, PPARG, NFIB, EFEMP1, KIT, LPAR1	HCC1806
52	HALLMARK_SPERMATOGENESIS	0.0529360717385016	0.146352668924093	0.105814018510618	0.400913141171725	1.3946167473621	52	TLE4, STRBP, RPL39L, NF2, PGS1, AURKA, SIRT1, LPIN1, NEK2, MLF1, TOPBP1, DBF4, KIF2C, IFT88, CCNB2, GMCL1, RFC4	HCC1806
53	HALLMARK_TGF_BETA_SIGNALING	0.0705073086844368	0.184102417120474	0.0909392279226991	0.395988121532089	1.35346178926337	48	PMEPA1, THBS1, SERPINE1, CDK9, LTBP2, TGFB1, SKIL, CTNNB1, TGIF1, WWTR1, ARID4B, SMAD6, RAB31, ID3, ENG, SMURF2	HCC1806
54	HALLMARK_HYPOXIA	0.198823529411765	0.373788235294118	0.0624594990102385	0.278185377869101	1.12768965825763	126	CITED2, ATF3, PLAC8, SERPINE1, KLHL24, ADM, CCN1, COL5A1, EXT1, CCN2, ERRFI1, CCNG2, LARGE1, ENO2, BNIP3L, SLC2A3, PRKCA, JUN, TES, AKAP12, NEDD4L, SDC4, JMJD6, SLC6A6, ILVBL, PAM, SIAH2, MT2A, CHST3, GLRX, KLF6, KLF7	HCC1806
55	HALLMARK_E2F_TARGETS	0.517026378896883	0.714712935533926	0.0415155189937178	0.227028663317738	0.979846001780596	194	MYBL2, DIAPH3, PRPS1, STMN1, DEK, AURKA, PSIP1, TK1, CKS2, NUP153, PTTG1, HMGB3, RPA3, SMC4, UNG, CCP110, CENPM, KIF22, PRIM2, BUB1B, PSMC3IP, WDR90, WEE1, KIF2C, CDCA3, MCM7, TOP2A, HMMR, CCNB2, ZW10, RRM2, TRIP13, TP53, RAD1, SMC3, CDCA8, H2AX, TRA2B, SYNCRIP, MCM6, HUS1, DCTPP1, BIRC5, PCNA, NASP, RACGAP1, POLE, JPT1, CSE1L, PMS2, ORC6, KIF18B, ASF1B, AURKB, RPA2, PNN, MSH2, SHMT1, MCM2, SPC24, MLH1, CIT, KIF4A, PPM1D, CHEK2, GINS1, UBR7, CDKN1B, RFC1, BRCA1, USP1, SRSF2, DEPDC1, UBE2S, TIPIN, MCM5, SPAG5, CDK1, RBBP7, PRDX4	HCC1806
56	HALLMARK_WNT_BETA_CATENIN_SIGNALING	0.568337999490965	0.763196742173581	0.0269105486313134	0.309448477652011	0.926804787149996	26	DKK1, DLL1, MAML1, CTNNB1, NUMB, PPARD	HCC1806
57	HALLMARK_NOTCH_SIGNALING	0.593497922268394	0.774844509628181	0.0254810920647875	0.318901805888758	0.904909110598894	21	MAML2, DLL1, TCF7L2, PRKCA	HCC1806
58	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.931774938842077	0.973187158346169	0.0199782187468181	0.212184041582909	0.682206103607631	36	TNFRSF21, PDGFC, TGFB1, JUN, GRB2, STAT3, IL4R, STAT2, IL10RB, CD9, BAK1, LEPR, CBL, TYK2, IFNAR1, PTPN1	HCC1806
