pathway	pval	padj	log2err	ES	NES	size	leadingEdge	cellline
22	HALLMARK_APICAL_JUNCTION	0.247091670544439	0.351918439866323	0.0418647144480324	-0.271483197296539	-1.10924282046804	113	MDK, MYH10, CDH11, SHROOM2, CERCAM, LAYN, INSIG1, FSCN1, FLNC, BMP1, SGCE, ACTN1, TGFBI, LAMC2, TRAF1, CTNND1, MYL9, SORBS3, ITGB4, STX4, SDC3, CRAT, GNAI2, PALS1, CD276	MDA-MB-231
23	HALLMARK_IL2_STAT5_SIGNALING	0.238161884767903	0.349800268252857	0.0427952262098946	-0.271810699048741	-1.11576391844497	116	MAP3K8, KLF6, BHLHE40, CTSZ, COL6A1, RHOB, GABARAPL1, AMACR, TWSG1, SLC29A2, ITGA6, SERPINB6, TRAF1, MYO1E, PLEC, IL4R, PNP, P4HA1, CD81, SYNGR2, AHR, SCN9A, HK2, DENND5A, BMPR2, CKAP4, CAPG, SWAP70, HYCC2, TTC39B, MAFF, IGF1R, CCND3	MDA-MB-231
24	HALLMARK_ADIPOGENESIS	0.122839794488557	0.224662388019789	0.0612585710281592	-0.276166104604853	-1.18881226437029	157	ABCA1, COL4A1, SCP2, DHCR7, SQOR, LPCAT3, IDH1, ESRRA, ACADM, PEMT, NKIRAS1, ACLY, ECH1, MGLL, PFKL, SOD1, PHYH, PPARG, MYLK, ITSN1, PGM1, PDCD4, MAP4K3, COQ5, POR, JAGN1, PTCD3, ECHS1, CRAT, CCNG2, DRAM2, ALDH2, ACAA2	MDA-MB-231
25	HALLMARK_COAGULATION	0.159650694133453	0.258744228423182	0.052087355964136	-0.343511041310584	-1.22045853425746	51	CAPN5, PROS1, FN1, TIMP3, F3, LRP1, THBS1, CPQ, PRSS23, CLU, BMP1, ANXA1, DUSP6, LGMN, USP11, PLAT, TFPI2, DUSP14, CD9	MDA-MB-231
26	HALLMARK_PEROXISOME	0.125709099160427	0.224662388019789	0.0596007554342557	-0.324839448793045	-1.24418057442312	75	IDI1, DHCR24, SCP2, FDPS, IDH1, MVP, ACAA1, ECH1, SOD1, FADS1, MLYCD, GSTK1, PRDX5, RDH11, CRAT, ABCD1, ABCD3, VPS4B, ALDH9A1, PEX5, HSD17B4, ACOX1, NUDT19, SMARCC1, ESR2, CAT, ISOC1, ERCC3, ACSL5, CTPS1, CDK7, SOD2	MDA-MB-231
27	HALLMARK_APICAL_SURFACE	0.175547203183728	0.266152211278555	0.0491415959420531	-0.42646991788646	-1.25543012876335	22	PCSK9, SHROOM2, AFAP1L2, ATP8B1	MDA-MB-231
28	HALLMARK_MTORC1_SIGNALING	0.047247814788566	0.0969257388890007	0.101117648743061	-0.290642552684505	-1.27308325579865	182	SCD, IDI1, HMGCS1, DHCR24, DHCR7, ACSL3, BHLHE40, LDLR, IDH1, NHERF1, RRP9, SERPINH1, PDK1, STARD4, INSIG1, HMGCR, PLOD2, FADS2, CYP51A1, ACACA, SQLE, ACLY, PFKL, TES, HSPA5, FADS1, STIP1, PGM1, AK4, PNP, P4HA1, SC5D, CALR, PSMA3, LGMN	MDA-MB-231
29	HALLMARK_UV_RESPONSE_DN	0.0474317445627025	0.0969257388890007	0.0998483683168439	-0.320851313186293	-1.32594001200141	120	DUSP1, EFEMP1, SDC2, DAB2, TGFBR3, DDAH1, BHLHE40, LDLR, RND3, ADGRL2, F3, CCN1, HAS2, INSIG1, SMAD7, ICA1, LAMC1, CELF2, CDON, MGLL, PPARG, ACVR2A	MDA-MB-231
30	HALLMARK_HYPOXIA	0.0191142191142191	0.0528451940216646	0.159153456855406	-0.331425975499701	-1.39425036748419	135	FOS, DUSP1, LOX, SDC2, IGFBP1, ANKZF1, KLF6, BHLHE40, F3, CSRP2, PLAC8, P4HA2, CCN1, STBD1, PDK1, LXN, FAM162A, TPST2, COL5A1, PFKL, TES, ADM, HSPA5, TGFBI, KLHL24, NDST1, PGM1, MAP3K1, AK4, CITED2, P4HA1, MXI1, JMJD6, PRDX5, SDC3, KDM3A, HK2	MDA-MB-231
31	HALLMARK_MYOGENESIS	0.0355364418288818	0.0879059350503919	0.114417265153214	-0.357484693597325	-1.39467748205298	83	COL6A2, SCD, COL6A3, CKB, FDPS, COL4A2, BHLHE40, KLF5, MYH3, TPM2, CNN3, SPTAN1, BAG1, CLU, MYLK, SORBS3, SPDEF, ITGB4, TNNT1, TPM3, SYNGR2, IFRD1, AGL, CRAT, DMPK, MEF2D, GAA, TEAD4, MYH9, RIT1, EIF4A2, MYO1C	MDA-MB-231
32	HALLMARK_COMPLEMENT	0.0246454312950477	0.0643519594926245	0.139715216553372	-0.352502521043706	-1.41945871745662	103	PCSK9, C4BPB, DUSP5, ZFPM2, COL4A2, IRF1, JAK2, FN1, F3, LRP1, PPP4C, LIPA, ERAP2, CPQ, CLU, HSPA5, CD55, DUSP6, STX4, CD46, LGMN, DYRK2, CASP7, CASP4, PRKCD, PLAT, GNAI2, TFPI2	MDA-MB-231
33	HALLMARK_IL6_JAK_STAT3_SIGNALING	0.0470640968175706	0.0969257388890007	0.0986244904449457	-0.423062953652367	-1.43812205768991	41	IL1R1, MAP3K8, IRF1, IRF9, OSMR, LEPR, STAM2, IL4R, IL10RB, CD9, LTBR, IL15RA, CSF1, STAT1, IFNGR1, PIM1, STAT2	MDA-MB-231
34	HALLMARK_UV_RESPONSE_UP	0.0186808118081181	0.0528451940216646	0.160146983509279	-0.363970564774346	-1.4549374287532	98	FOSB, FOS, C4BPB, IRF1, CHKA, TAP1, RHOB, PRPF3, ACAA1, ARRB2, E2F5, STIP1, NFKBIA, CNP, MAOA, PRKCD, FKBP4, H2AX, HSPA13, ALDOA, DNAJA1, CCND3, POLR2H, BTG3, TGFBRAP1, POLG2, SHOX2, SQSTM1, CYB5B, UROD, SIGMAR1, GLS, HNRNPU	MDA-MB-231
35	HALLMARK_KRAS_SIGNALING_DN	0.0413483146067416	0.0969257388890007	0.105519930289441	-0.420964541030161	-1.45724166354672	45	NR4A2, TCF7L1, SGK1, CLSTN3, GPRC5C, TGFB2, BMPR1B, SYNPO, EDN1, THRB, MFSD6, SPTBN2	MDA-MB-231
36	HALLMARK_ANDROGEN_RESPONSE	0.0126984126984127	0.0426303854875283	0.193113963346815	-0.387771542243204	-1.5182421937521	85	SCD, IDI1, HMGCS1, DHCR24, SGK1, KRT19, ACSL3, BMPR1B, SAT1, KRT8, INSIG1, HMGCR, DBI, ZBTB10, MYL12A, ACTN1, FADS1, SPDEF, RAB4A, LMAN1	MDA-MB-231
37	HALLMARK_INFLAMMATORY_RESPONSE	0.0054421768707483	0.0232529375386518	0.297232921999731	-0.411592137624687	-1.61150698770591	85	ABCA1, IL1R1, CD40, LY6E, IL18, SLC4A4, IRF1, BST2, EREG, KLF6, LDLR, F3, EDN1, CCRL2, HAS2, RNF144B, NMI, PTPRE, OSMR, ADM, PCDH7, ACVR2A, CD55, NFKBIA, IL4R	MDA-MB-231
38	HALLMARK_FATTY_ACID_METABOLISM	0.00165204447827212	0.0086273433865322	0.45505986738723	-0.402711707099195	-1.64721595796069	114	IDI1, HMGCS1, DHCR24, FASN, GLUL, SLC22A5, CRYZ, PDHB, IDH1, BMPR1B, ACAT2, ACADM, GABARAPL1, ACAA1, ECH1, ECI1, MGLL, PCBD1, S100A10, TP53INP2, HSD17B10, BLVRA, PSME1, MLYCD, MAOA, RDH11, PTPRG, ECHS1, CRAT, HSPH1	MDA-MB-231
39	HALLMARK_ESTROGEN_RESPONSE_EARLY	0.000946150711354741	0.0055586354292091	0.477270815362862	-0.40339631103174	-1.67026136586588	122	FOS, KAZN, AREG, FASN, SEMA3B, SLC22A5, DHCR7, SLC37A1, SCNN1A, KRT19, NRIP1, WWC1, HES1, BHLHE40, JAK2, KRT18, NHERF1, INHBB, KRT8, PLAAT3, ASB13, PRSS23, BAG1, ALDH3B1, SYBU, INPP5F, FDFT1, FLNB, MED13L, ITPK1, PMAIP1, ENDOD1, KLF4	MDA-MB-231
40	HALLMARK_APOPTOSIS	0.000652118524907328	0.00466111618802057	0.477270815362862	-0.412338019611197	-1.68475615586674	113	NEDD9, TGFBR3, IL18, IRF1, EREG, TAP1, TIMP3, KRT18, RHOB, TGFB2, SAT1, IGFBP6, SMAD7, SPTAN1, CLU, DFFA, SOD1, BIRC3, ANXA1, BCL2L2, PMAIP1, PDCD4, CFLAR, DIABLO, SC5D, CASP7, SLC20A1, CASP4, PLAT, WEE1	MDA-MB-231
41	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.000530824168537023	0.00466111618802057	0.477270815362862	-0.415379563645656	-1.70930456640083	118	SLAMF7, ISG15, BANK1, IFI35, IFIT1, CD40, LY6E, IRF1, BST2, APOL6, TAP1, JAK2, IFIT3, UPP1, PARP14, OAS2, NMI, TDRD7, DDX60, MVP, IRF9, PARP12, IFIT2, HLA-B, HERC6, NFKBIA, IL4R, PNP, VAMP8, PSME1, PSMA3, CASP7, CASP4, TNFAIP2, RNF213, ADAR, TRAFD1, SLC25A28, HELZ2	MDA-MB-231
42	HALLMARK_EPITHELIAL_MESENCHYMAL_TRANSITION	0.00069420879396051	0.00466111618802057	0.477270815362862	-0.425325145825126	-1.72912062498865	109	MATN2, COL6A2, COL4A1, LOX, COL6A3, PTX3, CDH11, AREG, EDIL3, DAB2, TGFBR3, LOXL1, COL4A2, FN1, TIMP3, RHOB, SAT1, CCN1, LRP1, SERPINH1, TPM2, THBS1, PLOD2, TPM1, LAMC1, MEST, COL5A1, BMP1, TGFBI, LAMC2, PFN2, MYLK, MYL9, SGCB, PDLIM4	MDA-MB-231
43	HALLMARK_BILE_ACID_METABOLISM	0.00250182462107293	0.0117585757190428	0.431707695803346	-0.491815879564223	-1.75409443044992	52	ABCA1, IDI1, DHCR24, SCP2, IDH1, OPTN, ABCA5, FADS2, PEX19, AMACR, SOD1, BCAR3, FADS1, PHYH, ABCA2, MLYCD, GSTK1, PRDX5	MDA-MB-231
44	HALLMARK_TNFA_SIGNALING_VIA_NFKB	5.1199023418794e-05	0.00060158852517083	0.557332238758646	-0.442466185821224	-1.84512412292177	128	NR4A2, FOSB, FOS, DUSP1, ABCA1, PTX3, AREG, MAP3K8, GFPT2, SGK1, DUSP5, DNAJB4, LITAF, IL18, IRF1, KLF6, HES1, BHLHE40, TAP1, LDLR, F3, RHOB, SAT1, CCN1, EDN1, CCRL2, SLC2A6, IER5, F2RL1, PTPRE, PLK2, IFIT2, ZBTB10, TNIP1, BIRC3, PANX1, ETS2, TRAF1, NFKBIA, CFLAR, KLF4	MDA-MB-231
45	HALLMARK_ESTROGEN_RESPONSE_LATE	7.62000231861058e-06	0.000179070054487349	0.610526878385931	-0.494470545291152	-2.00379484077453	106	LLGL2, AGR2, FOS, MDK, CKB, AREG, SEMA3B, SGK1, SLC22A5, DHCR7, SCNN1A, KRT19, NRIP1, JAK2, NHERF1, PLAAT3, PRSS23, BAG1, ALDH3B1, MEST, LAMC2, FDFT1, FLNB, ITPK1, PDCD4, KLF4	MDA-MB-231
46	HALLMARK_INTERFERON_ALPHA_RESPONSE	2.90993219760316e-05	0.000455889377624495	0.575610261071129	-0.537518726205659	-2.01956485246872	68	ISG15, IFI35, LY6E, IRF1, BST2, TAP1, IFIT3, PARP14, CCRL2, NMI, TDRD7, GBP2, DDX60, IRF9, PARP12, IFIT2, MOV10, HERC6, NUB1, TRIM5, IL4R, PARP9, PSME1, CNP, PSMA3, HLA-C, ADAR, TRAFD1, SLC25A28, HELZ2	MDA-MB-231
47	HALLMARK_CHOLESTEROL_HOMEOSTASIS	5.66603777349859e-07	2.66303775354434e-05	0.659444398037935	-0.637405852832185	-2.31433961502031	57	MAL2, SCD, IDI1, PCYT2, HMGCS1, FASN, MVK, SEMA3B, DHCR7, FDPS, ACSS2, LSS, CHKA, LDLR, ACAT2, STARD4, HMGCR, SREBF2, FADS2, CYP51A1, CLU, SQLE, ECH1, PPARG, ABCA2, FDFT1	MDA-MB-231
48	HALLMARK_OXIDATIVE_PHOSPHORYLATION	3.01805931271634e-15	1.41848787697668e-13	1.00731795687447	0.547415970463669	2.41965918165813	189	ATP5ME, NDUFA1, ATP5F1E, NDUFA2, COX8A, UQCR10, COX7C, UQCRFS1, UQCRQ, NDUFC1, UQCRB, ATP5MF, NDUFA8, UQCR11, GPX4, TIMM8B, COX7B, IDH1, NDUFB1, COX5B, NDUFA4, ATP5PF, COX7A2, COX6B1, TIMM10, COX6C, COX4I1, NDUFB4, LDHA, NDUFB3, NDUFC2, NDUFS8, NDUFB5, UQCRH, ATP5PB, COX6A1, NDUFB6, NDUFA6, ATP6V1F, ATP5PD, POLR2F, COX17, NDUFB7, DECR1, ATP5PO, ATP5MC2, MRPS22, HSD17B10, ACADM, ETFB, PDHB, NDUFB2, ACAT1, ATP5MG, ACAA2, IDH3B, SLC25A5, NDUFAB1, CASP7, AIFM1, SLC25A3, MGST3, ETFDH, MRPS15, ATP5F1A, COX5A, NDUFS7, PDHA1, NQO2, SUCLG1, PDP1, MRPL11, MRPL34, UQCRC1, OXA1L, DLD, MRPL35, ATP5MC3, CYC1, CYB5A, NDUFS2, TIMM13, OAT, LDHB, NDUFS4, ATP5F1C, ATP6V1D, ETFA, MRPS11, NDUFB8, SDHD, ATP6V1G1, MDH2, ATP5MC1, ISCU, FDX1, NDUFA5, VDAC3, ATP5F1B, ACAA1, SDHA	HCC1806
49	HALLMARK_MYC_TARGETS_V1	8.6795489749206e-11	2.03969400910634e-09	0.839088935621274	0.485652850361126	2.16021898336065	199	HSPE1, RPS6, RPLP0, RPS2, PSMA7, PSMA2, H2AZ1, SNRPD2, NHP2, RPL34, PSMA4, LDHA, PPIA, AP3S1, PRDX4, U2AF1, RPL6, SNRPG, VBP1, PSMC6, C1QBP, PSMA6, RANBP1, PGK1, HPRT1, MCM6, LSM2, MRPS18B, PHB1, RPS3, COPS5, PSMD7, NME1, EIF2S2, EIF4A1, RPL14, NDUFAB1, ACP1, EEF1B2, PCBP1, CDC20, XRCC6, RACK1, HDAC2, SLC25A3, TCP1, SNRPD3, DUT, SNRPB2, PCNA, HSP90AB1, PSMB3, DEK, ILF2, COX5A, SNRPA1, NPM1, MRPL9, CCT7, CYC1, RPS10, KPNA2, CBX3, SNRPD1, TYMS, RPS5, RAN, APEX1, SRSF2, PSMA1, GLO1, HNRNPA2B1, IMPDH2, LSM7, CCNA2, CDK4, CCT5, HNRNPR, USP1, HNRNPA1, HSPD1, YWHAE, PSMD8, CCT2, SERBP1, PTGES3, VDAC3, MAD2L1, EIF1AX, TRA2B, RPL22, SSBP1, SSB, BUB3, NAP1L1, RRM1, HNRNPA3, PSMD3	HCC1806
50	HALLMARK_INTERFERON_ALPHA_RESPONSE	0.000127505990530994	0.000998796925826121	0.518848077743792	0.499410506883261	1.86226524704417	64	PSMB8, HLA-C, PSME1, OAS1, NMI, IFITM3, B2M, EPSTI1, ISG15, SP110, SAMD9L, SAMD9, IFI44, IFIH1, TAP1, PARP9, PSMA3, PSME2, IFI30, CASP8, HERC6, TRIM5, TDRD7, CNP	HCC1806
51	HALLMARK_ADIPOGENESIS	0.000191263869759575	0.00128420026838572	0.518848077743792	0.396064117900497	1.69602300589082	151	COX8A, UQCR10, UQCRQ, UBC, UQCR11, CCNG2, GPX4, SNCG, COX7B, IDH1, JAGN1, GPX3, SOD1, COQ5, COX6A1, COQ3, NDUFB7, DDT, DECR1, PLIN2, ATP5PO, PGM1, TANK, PDCD4, ACADM, ETFB, CAT, ACAA2, NDUFAB1, LAMA4, AIFM1, ARL4A, CMBL, MGST3, SORBS1, TALDO1, PFKL, GBE1, SCP2, SUCLG1, UQCRC1, DLD, DHRS7, CYC1, TKT, RIOK3	HCC1806
52	HALLMARK_INTERFERON_GAMMA_RESPONSE	0.000436726645680584	0.00228068359410972	0.49849310876659	0.409524412050385	1.68429602834481	114	MT2A, PSMB8, PSME1, NMI, PSMA2, IFITM3, BANK1, VAMP8, B2M, EPSTI1, ISG15, SP110, HLA-A, FAS, SAMD9L, IFI44, IFIH1, TAP1, ARID5B, SRI, PSMA3, PSME2, IFI30, HLA-B, CASP7, CASP8, RIGI, ARL4A, HERC6, IFIT1, CASP4, TDRD7	HCC1806
53	HALLMARK_DNA_REPAIR	0.00136494335934869	0.00641523378893885	0.45505986738723	0.383630857596919	1.6098074845162	131	POLR2J, ALYREF, GTF2H5, MPC2, SDCBP, GPX4, CETN2, APRT, MRPL40, RPA3, POLR2K, EIF1B, CLP1, POLR2F, COX17, HCLS1, HPRT1, NME1, TAF9, ZWINT, GMPR2, NELFE, AGO4, DUT, PCNA, GTF2A2, UPF3B, SUPT4H1, FEN1, AK1, BCAP31, EDF1, TSG101, GUK1, RPA2, NUDT9, ARL6IP1, NUDT21, TYMS, MPG, POLR2H, TMED2, IMPDH2, ERCC5, PRIM1, AAAS, RBX1, BCAM, SSRP1, NME4	HCC1806
