logFC_(Intercept)	logFC_cell_classsorted	se_(Intercept)	se_cell_classsorted	p_(Intercept)	p_cell_classsorted	gene_id	gene
48	-9.71373997316349	0.304982779241588	0.0133561628386208	0.0238303606683519	0	1.68062557626709e-37	74	DHX33
49	-10.5855133472912	-1.38189094723609	0.113344561931564	0.0604975124182043	0	1.75057341235406e-115	76	THSD7A
50	-10.1098378327151	0.169771270342529	0.0181270252952465	0.0299171553825561	0	1.38921370877499e-08	77	LIG3
51	-9.17366330900736	0.122569877656287	0.00977807828800525	0.0192259627622562	0	1.82692102800444e-10	78	RPAP3
52	-10.5270792250214	0.111380455643496	0.0193693771420539	0.0367071741794246	0	0.00241097229952382	81	CIAPIN1
53	-10.659091664754	-0.0696233858968891	0.0185325897779054	0.0406956108087689	0	0.0871119822404053	82	SPPL2B
54	-11.1974070510284	0.092668119098285	0.0262540262691384	0.0519943380076571	0	0.0747046785822453	86	MSL3
55	-8.5485897540506	0.125512067286665	0.00710683875922299	0.0147157515897883	0	1.47494949299271e-17	87	CREBBP
56	-10.8513875301311	0.170705668664594	0.0201170229317417	0.0441734638699986	0	0.000111344685443277	90	GCFC2
57	-10.6322711315807	-0.251821917778643	0.0283245683082383	0.0450908754516417	0	2.34017187109449e-08	92	CROT
58	-8.32211272517366	-0.227377563372008	0.00747012004066896	0.0150434714733354	0	1.29559114831002e-51	94	KMT2E
59	-11.1828652849824	0.0667300403112576	0.0218815477253619	0.0511255766011463	0	0.191818510322408	95	RHBDD2
60	-9.04243721957587	-0.0341709905812757	0.0100087986892529	0.0190086811603066	0	0.072232198460569	97	IBTK
61	-10.7629885665465	0.282822653698986	0.0228321602997475	0.0397783823020139	0	1.16077718928358e-12	98	ZNF195
62	-8.44645080304404	0.0495845794706719	0.0359455315522485	0.0158628689402387	0	0.00177305997100651	99	MYCBP2
63	-10.4596699522784	-0.199991896846029	0.0400858120679302	0.0400648715846385	0	5.98495669951764e-07	100	FBXL3
64	-8.79291435354253	0.0135096009981348	0.0198307793264758	0.0179706032991648	0	0.452194722662887	103	ITGA3
65	-9.25221924929876	0.0454071892791197	0.0133890594719794	0.0213458157626093	0	0.0334020296104986	104	ZFX
66	-9.34641652386173	-0.171534646621267	0.0131776511625844	0.0225587692790623	0	2.87335255983256e-14	105	LAMP2
67	-10.3875667269458	-0.118286993039898	0.0194581659836836	0.0358126491140855	0	0.000956772211413854	108	GDE1
68	-11.4267467744892	-0.0888704104063604	0.0285917074489487	0.0616195907670581	0	0.149233893609426	111	OSBPL7
69	-8.76973477724717	0.068280640044687	0.0145616000136372	0.017811480802504	0	0.000126323328220329	113	MAP3K14
70	-8.26566809603084	-0.0289363220809217	0.00985153048817716	0.0135652357471991	0	0.0329146029769272	115	AP2B1
71	-11.1788901393075	0.00365819087334596	0.0225974998806133	0.0521491457267212	0	0.944075364754116	116	ZNF263
72	-10.2371021233767	0.218785068942973	0.0239271665054587	0.0329401482130321	0	3.09671516862992e-11	120	TNFRSF12A
73	-9.42233125875745	-0.091694228815101	0.0154061429065197	0.0254296299701318	0	0.000311189492605331	122	MAP3K9
74	-9.52144145785474	0.117065985433513	0.0136448667261766	0.0243509823201077	0	1.52872171639438e-06	123	RALA
75	-9.13894423723231	-0.0278293355930487	0.0126713508682051	0.021449849967971	0	0.194488778876819	124	BAIAP2L1
76	-9.80291173063579	0.119166919518233	0.0131984703184259	0.0270915806119063	0	1.08916355252212e-05	127	AGK
77	-11.1490055924747	-0.857834873278962	0.029523049386201	0.0659736639947958	0	1.18119632955258e-38	128	ALDH3B1
78	-11.2624595679122	0.116821794621764	0.0306785001736167	0.0542123160422185	0	0.0311701299381504	129	TTC22
79	-8.84216504809623	-0.0890236014578029	0.0207422041521587	0.0184202061309213	0	1.34536832059825e-06	130	PHTF2
80	-9.07061315387687	0.082677725853785	0.00917156405796645	0.0197441188567429	0	2.82092590648179e-05	132	FARP2
81	-10.0778813961073	0.239663838665878	0.0156995805588821	0.0291150463960891	0	1.84706821309239e-16	134	GGCT
82	-9.55708632894912	0.0445430703796067	0.0118774157877357	0.0257771032552145	0	0.0839865832862419	135	DBF4
83	-9.86474432781799	0.182299091099174	0.0136539832096438	0.027639718542964	0	4.23687849092144e-11	137	IFRD1
84	-9.11250608615449	0.247381780264678	0.0116347118420426	0.0191009895971887	0	2.31145136754278e-38	138	COX10
85	-9.38476934398238	-0.091823689476235	0.0114021455030145	0.0245415484352787	0	0.000182881101471174	139	GTF2IRD1
86	-10.4519056069656	0.0886290607634398	0.0448485384735095	0.0329510357892794	0	0.00715119879030598	140	PAF1
87	-9.40185378887283	-0.222751725570507	0.013807824947338	0.0241387680737524	0	2.75820136714408e-20	141	VPS41
88	-9.49914134493319	0.307765101711101	0.00968976950355004	0.0212354470469547	0	1.34174579796114e-47	143	ELAC2
89	-11.3963439915969	0.0479684636384552	0.0577002792038922	0.0569885739407668	0	0.39994429604336	147	MYH13
90	-9.25330323862748	-0.0897434608790712	0.0133781897882151	0.0217490849336666	0	3.68630714209884e-05	148	ADIPOR2
91	-11.0345176811087	-0.397970257201979	0.0283850295427201	0.0590058931961213	0	1.5346511600733e-11	149	CDKL3
92	-9.52765061221747	-0.0170072902850198	0.0107440450845162	0.0245957347933694	0	0.489268246557935	151	MARK4
93	-11.0244580982792	0.138955606417876	0.0210054662072679	0.0461320100922531	0	0.00259421568901395	153	CCDC124
94	-8.08229754024699	0.0344074259410623	0.00731513828335091	0.0120066875091198	0	0.00416103504366392	154	PAFAH1B1
95	-9.11683270913469	0.160656730587028	0.00981403887822734	0.0185426551954845	0	4.54811328380721e-18	156	BLTP2
96	-10.0049114613246	-0.123208845972979	0.020209995030206	0.0328158261043053	0	0.000173649248279927	160	ST7L
97	-10.2918294662456	-0.63848487614172	0.019756097914446	0.0422637690407157	0	1.45300651624389e-51	161	PAX6
98	-11.3323511482459	-0.0838207615959752	0.0298094692796913	0.0570734066667013	0	0.141928207391564	163	RHBDF1
99	-9.26385766471226	0.118679219130175	0.0122648901234968	0.0201779028798199	0	4.06214025486281e-09	164	LUC7L
100	-11.4341593590098	0.291923836550486	0.0261111563116863	0.0543352830291244	0	7.75927647995816e-08	168	PIGQ
101	-9.4889072242556	0.0952397301651503	0.0125724379234853	0.0231243694514393	0	3.8120245264507e-05	169	CRAMP1
102	-10.1762025178863	-0.113592041667933	0.0141996798586393	0.0329949132188728	0	0.000575908528948902	170	TEAD3
103	-9.23780755721585	0.157345892591871	0.0177588882254095	0.0198286057833708	0	2.09990781184121e-15	171	DNAJC11
104	-10.3271510848725	-1.0821085509588	0.0284420622518703	0.0485553405971876	0	5.04180034679061e-110	173	MYLIP
105	-10.7911058071951	-0.0366479654278145	0.0283813925329373	0.0502893383719976	0	0.46615934524813	174	E2F2
106	-9.43027008117771	0.159536904932729	0.00966434350557658	0.0211314101206348	0	4.3608797131952e-14	175	PSMB1
107	-7.72872395330338	-0.113184329188622	0.0128691756680017	0.0127683289149436	0	7.68763763904619e-19	177	JARID2
108	-9.75289643325266	-0.0111139778010433	0.016629061188542	0.0262650402817655	0	0.672187879518363	180	CDK11A
109	-10.1560259392844	0.137107082718707	0.0200907994310522	0.030772205032702	0	8.36785853211923e-06	181	NADK
110	-7.86815121592977	-0.467775113748355	0.0219858417940673	0.0151184763994799	0	3.39674808762804e-210	183	CYTH3
111	-9.43673793680278	0.0273750227938424	0.0136052421168378	0.0223673508356835	0	0.220996327864677	185	SYPL1
112	-10.0955883215959	0.012600382082445	0.013645754985942	0.0297143482475736	0	0.671529037119448	186	CYB561
113	-8.79999333388252	0.0541450252626299	0.00988073394123468	0.0176245616116701	0	0.00212533876387805	187	SPAG9
114	-10.574609061454	-0.633347165881288	0.054282356724546	0.0459775398651734	0	3.59672420945217e-43	189	AASS
115	-11.4421679071714	-0.827959727154299	0.0323281247126552	0.0765956885832266	0	3.10417480673027e-27	190	PLEKHG6
116	-11.1860617745951	-0.130410199318109	0.0222193295880706	0.0548376621477988	0	0.0174014561431464	191	SS18L2
117	-7.93320118460488	0.0913584558916825	0.0211697623350691	0.0132453390936804	0	5.29613794985422e-12	193	MGST1
118	-9.87674744793208	0.139736951633046	0.019795888585816	0.0307417725807119	0	5.48030980641222e-06	194	CRY1
119	-9.92861083211422	-0.115307309750379	0.0221043415551544	0.0302637075540525	0	0.000138918806969477	196	NFIX
120	-8.84640469354676	0.157127463295999	0.0280383143534835	0.0196282887571373	0	1.19317799421032e-15	197	ST3GAL1
121	-10.189366904302	0.0240398538727617	0.016112445725317	0.0318533344552617	0	0.450426324333257	200	PKD1
122	-10.5578982031027	0.0393053552931945	0.0159910719910152	0.037607005468951	0	0.295948812618055	202	MED24
123	-11.1685482619887	-0.248386982439263	0.0255047430942091	0.0567157367191261	0	1.18947942481066e-05	203	RHOBTB2
124	-8.97467222188336	-0.123989272574995	0.0136148818839566	0.0197855816334377	0	3.68903121976314e-10	204	HEATR5B
125	-8.75338510699881	0.104520429931748	0.0171776141395346	0.0162316043088237	0	1.20013076881139e-10	205	SEC62
126	-9.57799431190206	0.242849918421766	0.0132540282923258	0.0226582845814493	0	8.38586902535573e-27	206	RPS20
127	-7.84665770881046	0.0728638239317698	0.00638383660975492	0.0106307379135142	0	7.17778300646652e-12	207	CSDE1
128	-8.98122138069252	0.0605165275513172	0.00863948377329676	0.0183541818720581	0	0.000976706260439356	208	UBE3C
129	-8.44928337837337	0.169468503267923	0.0116945198050942	0.0153451372418764	0	2.34905935035193e-28	209	REV3L
130	-8.59160942712857	-0.561298629115056	0.0338361550588993	0.0295247233683406	0	1.37924199176966e-80	210	TENM1
131	-11.1420356302134	-0.0490606106385072	0.0211260126408592	0.0509161843096951	0	0.335268420312993	213	FAM76A
132	-10.4243613258191	0.210565475740548	0.0179691203807269	0.0348727320256512	0	1.55927439574632e-09	215	POMT2
133	-9.1843196656068	0.122069164681241	0.0107236535908255	0.0194123812089333	0	3.21143569161577e-10	216	VTA1
134	-8.47015595615129	0.129617459275365	0.00633227479831201	0.014522673187641	0	4.44978600075934e-19	218	BAZ1B
135	-8.43109215671812	0.0908550718146364	0.0108312513754286	0.0144362226091418	0	3.10288851125165e-10	219	RANBP9
136	-10.4689579407977	0.00881779652970533	0.0154423729552139	0.0366520763860877	0	0.809879806875142	221	SPRTN
137	-10.8166962875902	0.248466609414118	0.0199220873058388	0.0407073427627252	0	1.03621591281482e-09	222	METTL13
138	-8.5039616926181	0.0717672775428376	0.00606893236429998	0.013963809939372	0	2.75441481258767e-07	224	ZNF207
139	-10.6173933111902	0.0924605177081873	0.0188648373407991	0.0384613219778985	0	0.0162173503651737	225	UQCRC1
140	-10.5735234806912	-0.103189746065056	0.01716114529765	0.0408634380556952	0	0.0115621250186857	226	STARD3NL
141	-9.69215966199695	-0.297662910367983	0.0164815850294591	0.0276623597968876	0	5.28391612311925e-27	227	CD9
142	-8.52113248551488	-0.0891914130522413	0.00993335971262602	0.0173404351385736	0	2.69593377459535e-07	228	NCAPD2
143	-10.7168678133626	-0.0555820820604234	0.0182779458708401	0.042435987639227	0	0.190268084623705	233	NISCH
144	-10.7350963164613	0.115463247600768	0.023236544222739	0.0417009549070571	0	0.00562563553111655	236	IDS
145	-9.55569135302078	0.37073314694975	0.025144601356659	0.0262998828083042	0	3.99755084211829e-45	237	PRSS3
146	-10.9212563941902	0.123766522067947	0.0201437679482988	0.0444759887211311	0	0.00538967191359174	238	ZNF200
147	-11.0350460016489	-0.256631311463414	0.0270843055505797	0.0549446938475024	0	3.00145008877139e-06	240	LRRC23
148	-10.368966715893	-0.379120781921398	0.0191955984935726	0.0391666013201456	0	3.67809142979093e-22	241	HFE
149	-8.73983001889665	-0.254566468893724	0.0104981365249898	0.0205516775713797	0	3.08664402788651e-35	242	SCMH1
150	-9.87487638054733	-0.414709338551671	0.02547121130014	0.0369181747419708	0	2.80136778082973e-29	244	HIVEP2
151	-9.3771574435044	0.262570821989984	0.0118724433924428	0.020701317546156	0	7.27436791039358e-37	245	ELOA
152	-10.6951197839602	0.191636651082234	0.0198867530924319	0.0382529212078072	0	5.45076048152705e-07	246	LYPLA2
153	-9.50565493107174	-0.137879267800266	0.0161671345933854	0.0251074728158728	0	3.98392244732705e-08	247	CLCN6
154	-9.95185420543466	0.0807059203452758	0.0199248425935732	0.0320019256128865	0	0.0116720146245572	250	TSPAN9
155	-9.03390463729813	0.0305315473015621	0.0099696577703911	0.0190918461014346	0	0.109777717567831	251	BTBD7
156	-10.2152687587152	0.118468273064098	0.0201233169230207	0.0341350669851962	0	0.000519347382931069	254	ABHD5
157	-9.33425598029332	0.0790753896828821	0.0193767369122882	0.021371532588712	0	0.000215570882907112	256	AKAP8L
158	-9.46607525163024	-0.0838448793041046	0.0121448729450241	0.0250829060097513	0	0.000829645707978399	257	MBTD1
159	-10.0512648064659	0.229913164723281	0.0133294941723803	0.0283370314216338	0	4.91727606684399e-16	258	UTP18
160	-8.15566877734287	0.160214557147972	0.0160307912672066	0.0131931023024642	0	6.18745962837983e-34	259	RNF216
161	-9.17451757999879	0.0811329056518922	0.0109685724618104	0.0201063992058398	0	5.45608500898466e-05	260	TTC19
162	-8.81396768082912	0.200221279150701	0.00779277178914296	0.0158884156913044	0	2.06603938257221e-36	261	PTBP1
163	-11.3882062933899	-0.0519765021074234	0.0347745248574264	0.0606901877612416	0	0.391763578976883	263	SYT7
164	-9.48262958213788	0.141064513031107	0.0111247033106425	0.0228269190570509	0	6.42056837480567e-10	264	LARS2
165	-7.7598070649804	-0.134297908918488	0.0139992485925357	0.010937625268611	0	1.18131877642386e-34	265	PIK3C2A
166	-8.04675220710842	-0.0398048625595586	0.00788165257162228	0.0156112071518014	0	0.010779648445648	267	ANLN
167	-10.6843608940269	0.326146783815594	0.0224270302921261	0.0370336349319035	0	1.28801165749975e-18	268	WIZ
168	-8.23733767588041	0.0378569802959887	0.0152003771072917	0.0133927331497722	0	0.00470331996845373	269	RABGAP1
169	-9.14634310529274	0.247314318606614	0.00917052070446119	0.018747905648858	0	9.81196262629301e-40	271	PPP5C
170	-10.9785940087785	-0.467684786067135	0.0269250827749094	0.0542429168429832	0	6.57697362735084e-18	272	CEP68
171	-8.11041432753369	0.0843184200995466	0.0119478145306099	0.0123069910735537	0	7.32013135775835e-12	273	MAP4K3
172	-11.3063019592846	-0.618002071370985	0.0274993119972065	0.0671928121201731	0	3.665679453998e-20	275	LDAF1
173	-10.3087164371239	-0.11701564809519	0.0221599662564734	0.0399384472263016	0	0.00339071332140084	276	GABRA3
174	-8.70725215932275	-0.0351916074344922	0.0102991742146861	0.0187885157856107	0	0.0610631127720978	277	BRCA1
175	-10.0100666509309	-0.0205739088245803	0.0156818294678586	0.0297910573329914	0	0.489812629705671	278	ERCC1
176	-10.7255906749904	-0.00244692750080814	0.0261702821721027	0.042835945154099	0	0.954447032634564	281	MBTPS2
177	-11.3911302973831	-0.272492126159026	0.0260328799545582	0.0624858342534135	0	1.29550810931891e-05	282	PRICKLE3
178	-10.3468048551179	-0.0441765893775953	0.0251378040309717	0.0372276604733728	0	0.235361612552851	284	EXTL3
179	-8.47637991908443	-0.0235184700356095	0.0128559832907191	0.0155653290001897	0	0.130800598091247	285	ELOVL5
180	-10.1963154776644	-0.272468384125724	0.0589871841667942	0.0399561416203532	0	9.155743707295e-12	286	ALOX5
181	-10.4463520988794	0.137676673682339	0.0179339604243479	0.0374080141492135	0	0.000232863038749984	288	UBR7
182	-8.72341831614413	0.040905925471418	0.00751613496307267	0.016581930122093	0	0.0136289283958215	289	MAP4K5
183	-10.2919244490665	0.436145500025531	0.0310702580045895	0.0299988459065901	0	6.88455955100757e-48	291	PSMC4
184	-11.0300844203182	-0.161955673180468	0.0274974423502917	0.0511331307335794	0	0.00153843827285866	292	MAN2B2
185	-8.97454992362801	-0.459082522845611	0.051395645146794	0.0227671642597292	0	2.01831126378428e-90	294	CLDN11
186	-10.5710733651306	0.492072679698176	0.0161545412880032	0.0336439536231704	0	1.92050199329719e-48	295	SLC25A39
187	-10.6214811147484	-0.0275174350904306	0.0168058581460436	0.040308849545844	0	0.494818639906738	297	NUB1
188	-9.85090057301119	-0.0061703548357611	0.0144485847869662	0.0285076738694668	0	0.828640581834592	298	PGM3
189	-10.0134609367702	-0.162635759526601	0.0128208763534396	0.0318083866409445	0	3.17109823565359e-07	300	CLK1
190	-9.03294859023429	0.188481798305291	0.0125632865999264	0.0187161623087733	0	7.4570088205866e-24	301	POLR3B
191	-11.1355446475492	0.127293955506632	0.0269713415465988	0.0498292942619083	0	0.0106309640271825	302	ANGEL1
192	-10.8232561624519	0.127766979609062	0.0225771036493139	0.0431798539820277	0	0.00308690326446943	303	RNF14
193	-8.7793191379886	0.00283029066124893	0.0102239257405449	0.0182166509337536	0	0.876530948763693	305	DDX11
194	-10.753147933553	-0.0100303934974741	0.0206574223644729	0.0423115756811539	0	0.812610034898841	306	HEBP1
195	-8.10382555053775	-0.150745008263459	0.0221708119820991	0.0167132591087453	0	1.8897367729845e-19	307	GPRC5A
196	-9.54622652264053	-0.0422451216607917	0.018136081255722	0.0264621703340985	0	0.110391818711744	310	TACC3
197	-9.621111415584	-0.0580142776676984	0.0132024457367393	0.0251903597968249	0	0.0212768797467222	311	UFL1
198	-9.20033478700641	-0.0357704176109519	0.0114874617899266	0.0231370478094107	0	0.122098913583309	312	POLA2
199	-9.77633122491799	0.114867049632393	0.0141745061495784	0.0265258976002542	0	1.48856497712107e-05	313	ZC3H3
200	-8.18192670404263	-0.153732902060714	0.0107332234140565	0.0136526161450006	0	2.0599637121183e-29	314	CAPN1
201	-9.51184923149618	-0.0317806638414728	0.0127874345060546	0.0234028614222125	0	0.174469405562528	316	MDH1
202	-9.26914471329585	-0.163995195789246	0.00913077641716273	0.0218818135799268	0	6.65065107622952e-14	317	SLC30A9
203	-9.84752815592922	0.0234159222669502	0.0142378475451069	0.0271251722285309	0	0.387997650441591	319	COX15
204	-9.9023747141988	0.00426336314525688	0.0234102766751487	0.0297950761038036	0	0.886219481409667	320	CCDC88C
205	-9.78032407925629	0.0146091391597857	0.0161912339138384	0.0287800897075588	0	0.61172497952385	321	YAF2
206	-9.14291254178272	0.0886593295902394	0.0347686306434205	0.0202718405641692	0	1.22258224578869e-05	322	ZMYND11
207	-10.0815170042713	0.14027637438561	0.0205720089694713	0.030157045363244	0	3.29482752648932e-06	324	BID
208	-8.02736769161413	-0.0115823803249732	0.00739451830370166	0.0117310765039174	0	0.323483538510139	325	MATR3
209	-10.8479831694992	-0.209940631077996	0.0233716992748281	0.04732711269052	0	9.16677942499901e-06	326	XYLT2
210	-9.26092022128396	-0.0626067449478504	0.00949131740409822	0.0213149693001404	0	0.00331169537089672	327	NUDCD3
211	-10.1522125935948	-0.10341934389	0.0497357363847021	0.0368848743697257	0	0.00504977126796273	330	IL20RA
212	-8.74055427571807	0.140520573197628	0.0176691198028386	0.0160393806298433	0	1.93572965673853e-18	333	ATP2C1
213	-9.44765799935211	-0.0915842697651806	0.0131081870515374	0.0233348630263851	0	8.68080150055281e-05	336	RALBP1
214	-9.08883404689561	0.0879623279475437	0.0115862556108579	0.0203778101091221	0	1.58469477503033e-05	337	RUFY3
215	-11.3207694349384	0.298906697535571	0.0683882219885247	0.0613194662321746	0	1.09039706591796e-06	338	CNTN1
216	-8.89347250350369	0.124902209138577	0.0193700015223242	0.0191540223960313	0	6.98686584614013e-11	339	WWTR1
217	-8.06938830406219	0.152860679967367	0.0119798967822464	0.0123174614131888	0	2.30422808534371e-35	340	AGPS
218	-11.2481866255826	0.0852418487930155	0.0227416460342313	0.0529447530552025	0	0.107394572609937	341	STEEP1
219	-8.57158367044839	0.255757079263775	0.00946633316715542	0.0154045218774975	0	6.6594804118456e-62	343	TTC27
220	-9.76320935490158	-0.330379466231727	0.0327831483164509	0.0297985327454831	0	1.44901226935479e-28	346	PHLDB1
221	-11.210082696123	-0.0177544206838856	0.0400541643336777	0.0567376646033402	0	0.754340495893451	348	PRDM11
222	-11.0488270517339	0.0722425192004971	0.0299247432557305	0.0507941928830442	0	0.154950955296049	349	SNAI2
223	-9.60296973787587	-0.0570716762199253	0.0136299484733137	0.0250768329805515	0	0.0228536379149076	351	ZRANB1
224	-11.4825462220486	0.488952158477616	0.029549311524242	0.053550424182055	0	6.80660093476295e-20	352	NCDN
225	-9.02603851510857	0.0201505524203896	0.0181123454151799	0.0196405406459455	0	0.30490699873477	354	ZFP64
226	-8.59504209180843	-0.0995087261316338	0.00988104327339644	0.0164262218236473	0	1.3789354449583e-09	355	MNAT1
227	-7.95330073967634	-0.373728444457029	0.0319972002289451	0.0198407425666587	0	3.79844143527744e-79	356	SAMD4A
228	-11.126356248675	0.0974039619630586	0.0218058250387637	0.0507123442056626	0	0.0547676431126761	357	RUNX3
229	-8.82564437134127	-0.0413991368626686	0.0129753742954922	0.0177041308184417	0	0.019367100963688	358	MRE11
230	-9.35498179795177	0.144025953637154	0.0173415592114797	0.0211486895765395	0	9.74904554146393e-12	362	SPAST
231	-10.8444620458247	-0.160122745764458	0.0252890692146954	0.0485331986841983	0	0.000969464514135863	364	OSBPL5
232	-8.49869086451791	0.0483191825272	0.0151746840998716	0.0144841469359237	0	0.000849917211057476	365	AQR
233	-9.44944404700226	0.0642232940343628	0.0204345483545351	0.0219632895045698	0	0.00345431556322856	368	RTF2
234	-9.26326497610762	-0.0227887130528639	0.0116479345470684	0.0205225677866237	0	0.266817174406705	369	NLRP2
235	-9.55303584201077	0.251854278987557	0.0265357328941265	0.0246571479881432	0	1.71197556141594e-24	370	SLC45A4
236	-9.56943248010797	-0.0212542947627358	0.0101362072308736	0.0241795763767942	0	0.379391249497618	371	RNF10
237	-11.1758621604689	-0.167291267221429	0.0238032336832897	0.0545804517450341	0	0.00217640894985943	372	ZNF839
238	-9.97081020422343	0.00658790558264892	0.0139663599496136	0.0286526729671499	0	0.818151683489628	373	ZDHHC6
239	-10.3748769258978	0.136027383962732	0.0591980576221686	0.0381509929888581	0	0.000363162491834954	374	GRAMD1B
240	-11.0724786526584	0.201598616844222	0.0226851200237421	0.045546697811905	0	9.59093351406813e-06	375	RNH1
241	-9.44093039031737	0.0308720956057304	0.0110523482980776	0.0217421009613543	0	0.155630281515562	376	NDUFS1
