gene	log2FC	p_val	p_val_adj
957	EPB41L2	0.770135403593346	0.000975891674189443	0.0267196009189837
10093	COPG2IT1	0.745803711687468	0.00784913090840078	0.0896276535506951
8245	MYBL1	0.739239059437328	0.00143220897821544	0.0338702538959032
232	SAMD4A	0.737640217909043	3.58568499010404e-07	0.000183587071493327
1331	WHRN	0.73405381984107	0.000726132095220456	0.0222535610864085
10170	PGM5P2.1	0.73266314069833	0.0106208255959475	0.106729395586362
4919	PADI3	0.731074613150202	0.168315698242701	0.467316345503943
4609	SEMA7A	0.73080323062547	0.00106375732359817	0.0277948112459507
9679	CASC19	0.726678742199088	0.226952240757396	0.537512365937755
8947	COL5A2	0.724311150592331	0.021532702950451	0.160843095461454
3114	IFIT2	0.723593585236657	0.0153917955510074	0.130893034644693
8916	FANK1	0.720136449655767	4.12202851184928e-05	0.00373536035056076
1368	MACROH2A2	0.717279245313721	0.0158676177968015	0.132965962552576
4192	CCNJL	0.709205587262915	0.000378511211696609	0.0148504015623497
5627	SPOCK1	0.700941389889694	0.234391554833413	0.544474670765732
3844	ARHGEF9	0.692499115362106	0.0788755676609889	0.318111781350345
4916	RCN3	0.686404949404842	0.00286428002967032	0.0509205338608057
2062	MEST	0.679008565529393	0.00151328966394205	0.034901094952177
6364	CCDC191	0.672044413449599	0.00167355048702829	0.0373358540025483
9363	LINC01705	0.671830717841396	0.284668224973993	0.595141409500549
7158	SEMA3E	0.670788015669725	0.0914416280705016	0.344068344240469
3286	INHBA	0.670342310566652	0.000252027769264301	0.0112759451071157
2887	WLS	0.667869011513097	0.00415209592978718	0.0633069609433924
9764	LINC02307	0.667667637465246	0.00183221191739579	0.0390059252268875
7371	ZNF738	0.665219983840894	0.00883311833547803	0.0953425582699129
292	ARHGAP31	0.657414499321017	0.000738485830052269	0.0224394507410541
7049	RAB3B	0.654363319509495	0.00784862534716248	0.0896276535506951
4577	MYPN	0.650513253767992	0.00719916336097566	0.0861208327294284
6259	ATF3	0.64857815749769	0.0254574681648696	0.176019226204095
913	FBLN1	0.647285412328636	0.000230769201414937	0.0107412573749498
245	GRAMD1B	0.639013136534422	0.0231478376785535	0.166807781723003
5133	PHLDB2	0.633305949290515	4.03793322011836e-06	0.000961591538930512
6552	DLC1	0.632190990459949	0.00317126124170113	0.0539430483638199
5571	TEX9	0.63070243559033	0.0111385896799967	0.109777823217677
190	CLDN11	0.627507678998048	0.0228569760475585	0.165766137762015
5120	STAC	0.623365600996169	0.00389079583715375	0.0618660704541217
9394	ZNF736	0.622852467278158	0.163103907395207	0.459852426136266
3862	SH3BP5	0.619570083076458	4.68264623710081e-05	0.00395193450354889
570	BCAS1	0.614684928417157	0.136361989496878	0.422367444781618
4730	SYT16	0.613511243423331	0.0138456878323219	0.122150275914563
4123	NAV1	0.611409100313071	0.00357302969751358	0.0579838733796182
6755	PRTG	0.610960155208606	0.129383345523786	0.411838811987432
6605	PIGA	0.60350377187303	0.000151166079679196	0.00842598905820985
3406	POF1B	0.602318014913154	0.458284805185988	0.737867359293163
1710	NALCN	0.602135840568538	0.0357019434570563	0.208546520079808
9367	LINC00342	0.601413765613016	0.000887637718819377	0.0251784217194194
551	LIMCH1	0.599605088010963	0.01261877486987	0.117255681077889
2411	SCNN1A	0.597204255628242	0.0365236029994481	0.210352138300206
5158	PLAC8	0.59661345512063	0.00394289149283771	0.0623659920218434
6139	LY6E	0.595422456712398	0.0002083897068876	0.0101481952793394
9430	CCDC200	0.587511563078073	0.00306306788260011	0.0528044025552611
4824	KSR1	0.586957765213424	0.00476194498352116	0.0690597906696803
9819	RNF213-AS1	0.581429421819988	0.000761723444296236	0.0228740412598049
108	MYLIP	0.581090019811556	0.00017080106281841	0.00888555758397128
5501	PRSS23	0.580987240981859	0.00494939394078268	0.070068109279859
8383	WNT7B	0.580754491034597	0.00030091177913014	0.012732795943358
9342	ENSG00000230972	0.578973400986897	0.0391384212552994	0.21876497470211
3439	ATXN1	0.576371179502206	1.3683456978353e-05	0.00188046361064679
1360	PCSK5	0.574824972586318	0.382862155790762	0.682948628325852
4908	CACNG8	0.572590028513327	0.003768199952001	0.0606703891642928
9594	FMN1	0.571322589983828	0.00016906781818434	0.00888555758397128
468	CCDC85A	0.56794982721682	0.0456953537915124	0.23706930678748
28	TFPI	0.565233582794012	0.000657103429720596	0.0212263063733088
1108	SNX10	0.56356439649066	8.40765809035904e-05	0.00599339265141443
2878	DNAJC6	0.561574402024977	0.0236678529582037	0.16889115978537
1833	MYEF2	0.561382013437491	0.00149445999613371	0.0347020644707402
3390	PMEPA1	0.560531366144244	0.00198080000698953	0.0407297029549654
5552	ADAMTS12	0.557148719500489	0.0766586038323635	0.314370886360994
5520	ITPR1	0.554417921469614	0.0619593809475124	0.278477919896028
7838	MAGED1	0.554062781729661	0.132470492830559	0.41584851213517
7584	GRAMD2A	0.549061676779489	0.041319055405099	0.226381555563517
7178	TMC7	0.546715538749756	0.0230711711551444	0.166489635397237
3586	FGD3	0.54556069363027	8.95852563858756e-05	0.00623285624047162
4501	THBS1	0.543032204834788	0.022288566237981	0.164011956987062
5123	PTPRG	0.542674432281534	0.279533758584888	0.590690690960115
6323	CLDN1	0.541250568492151	0.00803796315899682	0.0906483950970566
5514	CRIM1	0.538001454960066	0.000752794760238921	0.0226724068966075
2825	ARID3A	0.53388054865309	0.000586893270910051	0.020167070785634
8351	BCAM	0.532697993792466	0.050663425594303	0.252208788568626
8803	ITGBL1	0.532577247393242	0.00263290200284095	0.0482944251947521
5720	DDAH1	0.530323522656303	0.000205426084148636	0.010064895223359
10120	ENSG00000288016	0.528933935953556	0.225509632278429	0.535657303301116
6794	RBPMS2	0.528622660785816	0.452545338029033	0.734982436386566
6240	NEXN	0.528501546212298	0.00695359590766265	0.0842660616502551
6664	TMEM52B	0.528306725857908	0.00757885699805968	0.0882906662800127
5829	FMN2	0.527534682628914	0.244036089885466	0.553595383346737
2831	EPHA4	0.527080926172901	0.00329601966013999	0.0549694484036376
9494	PTPRG-AS1	0.525674901035744	0.00433339571018919	0.0647795212734851
7358	FUT9	0.52506928746811	0.236878220436068	0.546313733618319
6935	ULK4	0.523705302698473	0.00223318376077531	0.0440612749717518
4136	CABLES1	0.523346246908597	0.00972868758541548	0.100933901595395
622	FGFR2	0.523239573862431	0.014526369718105	0.127028203171132
31	SLC7A2	0.522966884503377	0.0404510105250595	0.223539313425045
2050	SERPINE1	0.52100245566916	0.0876995229067769	0.335101714384337
9036	RGL3	0.52084560724508	0.0478240892877664	0.243278029958633
947	RAPGEF3	0.520419513258175	0.00130538074248488	0.0317508285107961
9894	ZNF528-AS1	0.519771690921801	0.00127546803579009	0.0313961362656022
4602	SECISBP2L	0.518571342165527	0.00283938149043466	0.0505656808035668
3587	HIVEP3	0.518267091459436	0.00359261880376905	0.0582095198585365
5680	ACOXL	0.517793496327687	0.0158956772731411	0.132990242728122
1258	LAMB4	0.516140344830441	0.379255230641796	0.679429649295331
7159	ZNF804A	0.514728877035941	0.143823904000249	0.434501012430259
2399	PARP11	0.51395290198966	0.0121987118457991	0.115164116110834
6110	ZER1	0.513191556865174	1.75564293648331e-06	0.000484632947415881
3790	H19	0.511741882914722	0.402341185587658	0.699486203806047
2701	KLHL24	0.511661122823116	0.0853143589182973	0.330904228799869
4448	TUBB2A	0.510984008930859	0.00201825651589273	0.0411692165791664
1803	VPS35L	0.508183308426902	0.0425265061432649	0.229557945654735
2791	STK25	0.507217789232315	1.01487237651631e-05	0.00161133298595345
2659	CEP70	0.506002931246374	5.0174774370049e-05	0.00407769594880398
4209	ANKRD6	0.505013394250457	0.0253111597689338	0.175492060740516
9231	MIR181A2HG	0.504122596673233	0.00548287832928588	0.074103051051518
1769	NME4	0.503650595851935	0.000316061581132651	0.0130835905962194
5222	TNFRSF21	0.503383830288342	0.000128502255808071	0.00770966798495547
8541	SULF2	0.501022032892717	0.146149215005227	0.436539817114929
5358	UGCG	0.49791801708624	1.51889233614819e-05	0.00198078222411394
7083	ANTXR1	0.497365100531918	0.011464083909719	0.11149438919854
1162	ASAP3	0.491830583678684	0.00213393465631777	0.0430147458281377
5551	ME3	0.491496543249495	0.0109161637768775	0.108487093747748
2509	CAP2	0.490386228499248	0.000164410026308876	0.00884827319986485
8823	PAPSS2	0.48984922866702	0.0565768387799788	0.266980105579255
801	PPP2R3A	0.489310513176628	0.013419948423807	0.120350883487566
2605	ARRDC3	0.487470434298704	0.00418919301379681	0.0633939578386922
5703	PLEKHG4B	0.486811166572482	0.0705435173235448	0.299364118273145
10094	ENSG00000286321	0.486358847403936	0.00268769335167421	0.0487114688869804
5150	SLIT2	0.485714714620188	0.383964197715236	0.684147100157302
5963	RADIL	0.484433280215099	0.0078575754391075	0.0896276535506951
2492	UST	0.481226783862474	0.120794483098576	0.397472849270379
3059	CNTRL	0.479843166191178	9.85233210311405e-08	9.17162552144435e-05
8887	L1CAM	0.479367872405665	0.112627876543289	0.38392458582
4122	FST	0.47897692777655	0.183502132966682	0.487464651559093
6704	TCP11L2	0.476902457610245	0.0422540253482285	0.228676822577822
8669	MYO5A	0.476516300422141	0.00313257845750089	0.0538192622392436
7028	PXDC1	0.475165031361979	0.000879461031818206	0.0251594701059543
9501	PLEKHO2	0.473406320197919	0.0220487242031031	0.163135069248393
10084	ENSG00000286098	0.472112021433744	0.0272342733477809	0.182937992212933
6693	CLMN	0.471610783631215	0.00524543608003614	0.0720239618589905
9889	LINC01224	0.470936045866703	0.00802530292962944	0.090605404629995
8478	ZNF724	0.469812154767489	0.00102560361137947	0.0274208380692579
9314	ENSG00000228793	0.469756416805274	0.0370738064427869	0.212087026801194
8119	SMTN	0.469508330001542	7.17028224478911e-06	0.0013959638880566
2694	NEK11	0.469319859795581	0.00811100760213298	0.090648957461086
5833	SLC26A2	0.468923571813871	0.00853961861217238	0.0936302716035618
3674	ARHGAP22	0.466633311949008	0.0758662840293468	0.31212163457634
6708	RAB8B	0.466194464902354	0.0024439660773782	0.0460040673388838
8901	DMD	0.466137579129537	0.347868682723174	0.652413060638334
9799	CCPG1	0.46346216432016	0.023212518834895	0.167038786275
7285	CXXC5	0.462736684222221	0.00590309624405651	0.0766130615198209
6392	HPS3	0.462611212145675	0.0106153073729189	0.106729395586362
10090	ENSG00000286147	0.462375774173486	0.102509427969838	0.363217256573101
7216	TANC2	0.461208239734735	1.02488523280826e-05	0.00161133298595345
5718	FBXO36	0.460575859647267	0.0031527744502571	0.0538192622392436
1177	SMOX	0.459085436553409	0.0155377704259121	0.131457547297876
1649	LPIN2	0.457004393601759	0.0406225150634192	0.224245042722055
8723	ZNF347	0.456555302749369	0.00127317276583746	0.0313961362656022
2169	DKK1	0.454217319032639	0.00548057878776226	0.074103051051518
10103	ENSG00000287022	0.453128219086134	0.0171322135435158	0.13934381785989
5524	THRB	0.45268787888331	0.00811768496013827	0.090648957461086
9758	HIF1A-AS3	0.451852745555301	0.0411324243494407	0.225853934740185
1801	SYT17	0.451161088680601	0.183289978492743	0.487464651559093
8149	MAML2	0.45027556834988	0.000722767796730548	0.0222535610864085
2133	MAPK8	0.449786517010175	5.48560163942227e-06	0.00116237233138705
9005	MROH6	0.447686956826054	0.029088030887012	0.188463278791681
8342	LYPD6	0.447576685192271	0.0344031102799914	0.205248654476177
6596	KIF27	0.447558845063585	0.00543850236548557	0.0740400371791061
3241	TMEM156	0.446913453474347	0.000829730102490411	0.0243450895401198
7433	ZNF483	0.446778504802259	0.00723311667464999	0.0862248134440232
6068	ABR	0.446609506796309	1.34902963026622e-07	9.78729685755242e-05
548	HAGH	0.446307232377765	0.00437757296173471	0.065154574314191
4461	RNF144B	0.445666921976357	0.00103672291571498	0.0275741367712244
3866	RFTN1	0.445583102088611	0.10391475395457	0.365917152852406
8566	ZNF431	0.444801590563729	0.0449833911699399	0.236220474656505
8413	CCDC9B	0.444245149594694	0.0060865554147941	0.0780859240727925
10232	ENSG00000293324	0.443273580687157	0.000631345592238627	0.020730434359903
7894	ARHGAP45	0.442143719429016	0.00484732393412336	0.0693314282819225
8256	DMWD	0.44172525306959	2.32435616855267e-05	0.00243398942172972
9064	CFAP44	0.440203287779596	0.00580834560638759	0.0759868303610383
5946	PALM2AKAP2	0.439813657024548	0.00939109611871179	0.0987391493214319
5499	FSIP1	0.43949639682098	0.0127030477496497	0.11767029623921
3676	MYO5C	0.439455941806748	0.0720600869313139	0.303410892342374
3389	PPP4R1L	0.439027565655247	0.0070297222604476	0.0847872272638203
9861	ZNF850	0.438001710198124	0.00492674508837014	0.0699720800345496
8389	NHS	0.437471813913978	0.0126301773661046	0.117255681077889
3782	PXDN	0.435947355547815	0.0308008342945357	0.193644836143059
9702	EID1	0.435941240733405	0.00542288578522759	0.0740400371791061
5494	LYPD6B	0.435548735824971	0.0435241829227631	0.232455290881761
5419	ADM	0.43521095484575	0.00958524173255706	0.100040677733782
2098	AKNA	0.434255697469429	0.00129070040989455	0.0315436090628167
1581	MYBL2	0.434069420746638	0.00324849033223531	0.0544980332654019
2481	CEP85L	0.433326272604485	0.0717316860726934	0.302775130001806
7600	UCP2	0.432943436907038	0.0610870941315557	0.277029160277737
4063	BMAL1	0.432705324510598	0.0049837160351298	0.0701970456667526
5329	SYBU	0.432515056946704	0.223520903602524	0.533992837499549
3651	DOCK4	0.43231738159012	0.122006238350711	0.39979004182761
6852	TBC1D16	0.430751962322225	0.000881496003550554	0.0251594701059543
7585	ZNF519	0.428858179140178	0.00277506111845839	0.0497653261916399
2520	WASF1	0.428664203131324	0.0215579694801216	0.160899130813736
9887	ZSCAN16-AS1	0.428405110281794	0.00347621959223147	0.0570456548468754
6630	PGM2L1	0.427639010597042	0.109670312282783	0.37799528703322
481	TMCC3	0.426239324701761	0.0309907498691755	0.194332687483379
4316	LRCH1	0.425323737419014	0.000660258071575745	0.0212611404180366
8769	SLC29A3	0.425247051606804	0.0085401048513405	0.0936302716035618
5238	ARHGAP18	0.424370008024059	0.00106402011800905	0.0277948112459507
6535	BMT2	0.424087579034159	0.0134122684567439	0.120350883487566
8250	ADARB2	0.42062401806973	0.388454800003667	0.687720807751997
5157	SCD5	0.41857142828781	0.125209601886601	0.404845697290431
2104	KANK1	0.418214667149839	0.0848025410181897	0.329846731331702
806	FRY	0.416968330119931	0.247375812125491	0.557435480189385
696	NEDD4	0.416807567777227	0.00726450191238576	0.0864982553288723
8809	NUDT16	0.416458859540469	0.0137371422209571	0.122040908895183
9748	ENSG00000258168	0.41634121918313	0.498303204581477	0.766410302340116
5616	PSTPIP2	0.415941902141872	0.0369845643295102	0.211905799126367
7172	NPAS2	0.413632898896838	0.0121510181256168	0.114996696493823
4768	IGF1R	0.413524041832938	0.000925837757342822	0.0258326393329441
8831	DLL1	0.412169452521047	0.0633780077702409	0.281179136167371
10036	ZNF724.1	0.412131804024702	0.00557383441633533	0.074511833450749
9018	TRIQK	0.411946477505664	0.0893223698585812	0.339643916580717
6148	MRNIP	0.411910049982588	0.00112076619396498	0.0288760729791025
7381	RAB43	0.411626395597047	0.0306982488637199	0.19344619591661
9541	ETV5	0.411201658020391	0.0488708381581979	0.246642376904853
9699	MIR100HG	0.411056392221117	0.0796844209886686	0.319870798048838
385	DTNBP1	0.410467015965087	0.000582979135475227	0.0201000213712671
6315	ALPP	0.409808125472765	0.205303402120594	0.513807652221254
7181	CDH2	0.409521716055201	0.121139691744081	0.398352743564351
7974	RTKN2	0.408456211270198	0.00626621450387867	0.0793631950189498
5206	ARHGAP26	0.408448175004504	0.050692613346155	0.252231467767069
8545	MRTFA	0.407689891990956	3.19564675894547e-06	0.00081808557029004
9129	ZNF726	0.406516335612741	0.00788772540582348	0.0898446141886902
10184	ENSG00000291065	0.406451034128057	0.145077714325643	0.436100812395253
4940	CCN1	0.406233197767528	0.00265809738045029	0.0484322369676352
3556	ASL	0.405541687990271	0.000133635171885586	0.00786450666728966
3535	MMP24OS	0.405460070470186	0.00464659236573353	0.0677793530272241
6055	THEM4	0.404798801947375	0.0141449746785382	0.124223448291793
4568	DBR1	0.404433109720674	0.00485455410919321	0.0693314282819225
6233	MEGF6	0.404224659751862	0.03761506614764	0.213277008500462
1600	NTSR1	0.403581892380229	0.0393552617902054	0.219617373695751
5049	WNT9A	0.403570599292694	0.0149690398461211	0.129243649261619
3791	COL5A1	0.402952020980015	0.00817925301031822	0.0908411614161156
2095	TLE4	0.400680700494779	0.00378172538108399	0.060697285113323
5779	PLCL2	0.400225632679751	0.261850833184269	0.57144251109905
6346	TGFBR2	0.399700567100952	0.00575423010854527	0.0759321086488448
8436	FBF1	0.399479119477172	0.0613643325770827	0.277070521270355
9782	ZFHX3-AS1	0.399370319592153	0.00579569858896689	0.0759868303610383
7869	B3GNT3	0.398587091973917	0.0117625829213804	0.112885519320464
7990	EXT1	0.398354358370027	0.00105975575889029	0.0277948112459507
8415	RALGAPA2	0.39731682603176	0.0215347542849271	0.160843095461454
9788	ENSG00000259995	0.39700861181403	0.184254949015665	0.488439670604274
3798	RBBP8NL	0.395813971483718	0.0227207513072655	0.165359270352806
4600	MNS1	0.395508877352707	0.0426039482203499	0.229854810208842
2662	TFDP2	0.395277393397861	0.041118635111585	0.225853934740185
6	CFH	0.394350675553174	0.288128020648242	0.597495125848116
6619	ARHGAP12	0.393728105513006	8.2781135814598e-06	0.00146151522541635
1166	FER1L4	0.392776915524542	0.0483899566915368	0.245303542832345
5980	DZIP1L	0.391840767847438	0.0294958919073214	0.189774276496566
6807	ELFN2	0.391791092346844	0.00165630067189094	0.0371941203512351
6107	GPSM1	0.39093665471517	0.00641758636783248	0.0807322904258042
726	TESK2	0.38835067179238	0.0284382230574654	0.18685331646712
40	RECQL	0.388252044784125	0.00054023024148844	0.0191099559974501
7434	SNCG	0.387813759689302	0.136085638971914	0.421766629259201
2793	HPCAL1	0.386428399256167	0.000612007841866143	0.0205495147923278
8789	TCAF1	0.384174559137506	0.0739801188576371	0.308243360745289
3036	ELL2	0.383538486537226	0.00230600449995294	0.0444658876416878
8727	RPL12	0.382978683241058	3.50981439189416e-05	0.00329729352045837
4098	VAV3	0.382891149471666	0.142254709257332	0.431728231063204
1594	CTSZ	0.382198665696605	0.00634036293248993	0.0799280977889141
9175	GUSBP18	0.381568412802891	0.00239884998092019	0.0456738642239534
9633	EDIL3-DT	0.380603667245034	0.318157519335018	0.628095816076843
3247	GTDC1	0.379462081172446	0.000143217578520817	0.00819300560923556
3021	ARMC2	0.379297946229359	0.032968280570761	0.200472204895839
4383	CDK9	0.378961674150868	0.00907784355747217	0.0966290208196622
8158	SLITRK6	0.378757232430816	0.0822055969666508	0.325264804072065
8399	ZNF669	0.37834352293696	0.0109338578575896	0.108490992695463
2105	ELAVL2	0.378249440706662	0.153666328483857	0.445466006777905
1259	LAMB1	0.378131082688104	0.00413030936771217	0.0633069609433924
3013	CCN2	0.377907575825308	0.187181624426288	0.49336932667315
9374	LINC01687	0.377378287591384	0.0832723820153088	0.327587088681046
8710	OR8G1	0.375268957436683	0.0574728248301802	0.268763644499175
6288	FBXO41	0.374340811523471	0.104998829296567	0.368430611886789
1163	EDEM2	0.373713234382558	0.0280930278860839	0.185715045547772
9458	KCNMB2-AS1	0.373708726471379	0.012698809491189	0.11767029623921
3292	SMU1	0.372503160686404	0.000324034170014792	0.0133126383450002
7319	ZNF217	0.370973162543603	0.00113757500687726	0.0290492969337236
2017	MET	0.370725821288806	0.00733969703704975	0.0869890019205896
3052	CTNNAL1	0.370696746202802	0.00649233440751255	0.0811712665194641
5952	WDR19	0.370575941219095	0.00119521443215317	0.0299975386893345
5175	PDGFC	0.370546811521028	0.0677143973150754	0.29207895050816
8561	TRPV1	0.369538910848897	0.00884808609753814	0.0953425582699129
6683	UBTD1	0.36935996009093	0.0379789111093247	0.214656242315109
381	ATOSA	0.369263942322508	0.106001675150166	0.370743251512965
5384	NACC2	0.369009500223124	0.00131525885025342	0.0318826192466869
8800	MAFK	0.368699756552052	0.00223252683632685	0.0440612749717518
6532	GALNT10	0.368633034227743	0.00506305396092805	0.0706759184846752
10152	ENSG00000290548	0.367869941888125	0.0164781566631401	0.136092312901138
430	CYBA	0.36587837706801	0.00516326747388383	0.0712558745721973
2362	SOX6	0.364562650307647	0.48149418400444	0.753421076415336
1692	RP2	0.364446674102229	0.00195420173794401	0.0403448100736828
670	INPP5A	0.362796944608739	2.8707269590738e-05	0.0028265619289342
1636	ACTR5	0.362575258165306	0.0125920561605585	0.117255681077889
3939	PTPRE	0.362551207835884	0.00994612908897304	0.102566326154163
1826	DMXL2	0.362014504570815	0.00578259888885613	0.0759868303610383
2946	PIK3R3	0.361165044643955	0.042684463688649	0.230046793774614
3063	NEK6	0.36112356587737	0.000568874903102703	0.0197844837004022
9345	LNCAROD	0.361064395248879	0.0107645923829195	0.107856581214379
4718	DIAPH3	0.36086017877425	0.00705809011382554	0.0850292267830277
3989	TESMIN	0.360315171087858	0.0178098079118769	0.142256188001263
1638	FAM83D	0.359963064091081	0.000681235099040704	0.0215398915588033
5406	TCF7L2	0.359117491176151	3.20891112334437e-05	0.00307095793486414
6038	RUNX1	0.357671348653249	0.00082358605958559	0.0242342564659668
4504	NDUFAF1	0.355727313183574	0.0519900394898478	0.254837179796281
5297	PRPS1	0.355710225825991	0.0154497473048605	0.131073249711493
5947	ZNF618	0.355599368877275	1.08468615659936e-05	0.00163340974170257
6152	MAML1	0.355383228341621	0.00012438863795867	0.00762718354908252
6582	MYORG	0.35428022565854	0.0498674707346243	0.250069980569321
4158	FHOD3	0.354180695485269	0.0370327940690745	0.211970827986206
7886	OAZ2	0.353886872395233	0.0969740115833021	0.352808937264543
2969	STMN1	0.353494616591887	4.90031902277965e-06	0.00111509481762808
8525	TSC22D2	0.352777448219455	0.000194314111920975	0.00975380640230776
6570	OSR2	0.351947000555631	0.00439312762668667	0.0652651788221078
2854	ERRFI1	0.351827740649382	0.0320339715170126	0.198084461554474
1822	CEP152	0.350202758336787	0.0613938489025816	0.277070521270355
1767	CRISPLD2	0.349248571104443	0.014544573951573	0.127078871385757
9770	ENSG00000259275	0.348879799004339	0.0306492088547883	0.193375168621708
5245	TIAM2	0.348526964827292	0.0040510748153678	0.0630032851661882
10227	VENTXP1.1	0.348379536938206	0.434656893208602	0.72166694232039
3671	SNRPN	0.348353207497192	0.257647892672363	0.567745732938454
951	OPHN1	0.34814982823213	0.00327789915047273	0.0547564230030029
210	CCDC88C	0.34807668219816	0.00904050191434818	0.0964320204197139
406	ADAMTS6	0.347464301686825	0.198595948431184	0.504120602859525
5972	PTPDC1	0.347177301990068	1.35878638629649e-05	0.00188046361064679
3649	SPECC1	0.345953971058765	3.89111340965461e-06	0.000948690507496743
7005	PKIG	0.345458539236881	0.0655373686253038	0.286184500948022
4631	CCNG2	0.344511139406202	0.0181578421119293	0.144087689791078
9998	LHX1-DT	0.34430701117843	0.0969880037499696	0.352808937264543
4045	LARGE1	0.343903076863442	0.265496823044453	0.575924301665159
3977	ANKEF1	0.343835758054449	0.0131604277705277	0.119259097672747
4871	CBX4	0.343672941604408	0.0174257518250294	0.14017258341579
9919	CASC15	0.343551538874171	0.411714456796009	0.706944339635312
2651	AMOTL2	0.34343842318603	0.00645350245006402	0.0809851287851171
3380	PLCG1	0.343370268363901	0.00501424113505891	0.0704332362455463
7701	ANO6	0.343099870397108	8.51259270771384e-05	0.00599339265141443
3326	ADGRE5	0.342706868158367	0.0122007952395206	0.115164116110834
6606	STRBP	0.342344969565042	0.000283050575508412	0.0121273552016993
201	GPRC5A	0.342125520838661	0.0023996620070788	0.0456738642239534
4880	FKBP10	0.34200671343729	0.44508407891433	0.729575951349886
8146	EFNA5	0.341644801181046	0.00352454014869361	0.057470208793985
5929	ST3GAL2	0.341297399789484	0.0583392230359322	0.270333880667258
2756	EVA1A	0.34122447730589	0.147593406488015	0.437935629159456
5413	ITPRIP	0.340517394657273	0.0205905290348991	0.15572157852095
5482	ARID5B	0.340493072850089	0.0117547224009542	0.112885519320464
4228	GDF11	0.34014038663426	0.0055689117454428	0.074511833450749
4667	PRICKLE1	0.339964472792294	0.28765186611697	0.597495125848116
5655	FARP1	0.339850060656355	0.00228344633507793	0.0442850198318144
7559	UBE2C	0.339843473446553	0.00208223181996178	0.0422860307670284
1984	PBX4	0.339353600619497	0.00361724619252118	0.0584236609012885
2114	RAPGEF1	0.338806235176115	4.62398528663142e-05	0.00395193450354889
